judge,case_id,backbone,source,selected_doc,decision,factuality,groundedness,abstain_appropriateness,safety,patient_utility,failure_modes,latency_sec
sonnet,case_05,V1,handcrafted,NCT02584972,possible_match_insufficient_evidence,1,1,1,2,1,hallucination;ungrounded;overabstain;nct_hallucination,7.62
sonnet,case_07,V1,handcrafted,NCT04660656,possible_match_insufficient_evidence,2,2,5,3,3,hallucination;ungrounded;leak,8.11
sonnet,case_12,V1,handcrafted,NCT04471363,possible_match_insufficient_evidence,2,2,3,2,2,hallucination;leak;ungrounded,8.28
sonnet,case_06,V2,handcrafted,NCT02984384,cannot_determine,1,1,1,3,1,overabstain;ungrounded;hallucination,8.33
sonnet,case_04,V2,handcrafted,NCT00800644,cannot_determine,1,1,1,3,1,hallucination;overabstain;ungrounded,8.05
sonnet,case_02,V-final,handcrafted,NCT01482130,cannot_determine,1,1,1,3,1,hallucination;ungrounded;overabstain,7.58
sonnet,case_14,V2,handcrafted,NCT00816998,cannot_determine,1,1,1,3,1,overabstain;hallucination;ungrounded,8.33
sonnet,case_14,V-final,handcrafted,NCT00816998,cannot_determine,1,1,1,3,1,overabstain;ungrounded;hallucination,8.18
sonnet,case_05,V2,handcrafted,NCT02584972,cannot_determine,1,1,1,3,1,hallucination;ungrounded;overabstain,8.35
sonnet,case_05,V-final,handcrafted,NCT02584972,cannot_determine,1,1,1,3,1,overabstain;ungrounded;hallucination,13.15
sonnet,case_09,V-final,handcrafted,NCT01645904,cannot_determine,1,1,1,3,1,overabstain;ungrounded;format_break,7.74
sonnet,case_13,V2,handcrafted,NCT01710072,cannot_determine,1,1,1,3,1,hallucination;ungrounded;overabstain,13.74
sonnet,case_11,V2,handcrafted,NCT02830828,cannot_determine,1,1,1,3,1,overabstain;ungrounded;hallucination,37.17
sonnet,case_10,V-final,handcrafted,NCT02432339,cannot_determine,1,1,1,3,1,overabstain;ungrounded;hallucination,7.78
sonnet,case_15,V-final,handcrafted,NCT00738998,cannot_determine,1,1,1,3,1,hallucination;ungrounded;overabstain;format_break,18.61
sonnet,case_12,V2,handcrafted,NCT04471363,cannot_determine,1,1,1,3,1,overabstain;ungrounded;format_break,10.92
sonnet,case_12,V-final,handcrafted,NCT04471363,possible_match_insufficient_evidence,2,2,2,4,2,hallucination;ungrounded;overabstain,7.27
sonnet,case_04,V1,handcrafted,NCT00800644,possible_match_insufficient_evidence,1,1,1,2,1,hallucination;ungrounded;overabstain;leak;nct_hallucination,9.66
sonnet,case_02,V1,handcrafted,NCT01482130,possible_match_insufficient_evidence,2,1,3,2,3,hallucination;ungrounded;leak,12.88
