baseline_id,backbone,case_id,reference_trial,parse_ok,decision,narrow_leak,wide_leak
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_026,NCT01847690,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_03,NCT00865358,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_042,NCT02411916,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_015,NCT03358576,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_006,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_049,NCT00191113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_010,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_008,NCT01604031,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_08,NCT01737242,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_073,NCT02471573,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_065,NCT00419562,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_012,NCT03975998,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_053,NCT02802449,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_04,NCT00800644,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_028,NCT04342520,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_021,NCT04671472,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_030,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_037,NCT01419535,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_026,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_12,NCT04471363,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_13,NCT01710072,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_027,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_031,NCT04322422,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_020,NCT03835351,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_05,NCT02584972,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_044,NCT02609009,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_013,NCT03187795,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_033,NCT00922233,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_025,NCT02515110,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_09,NCT01645904,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_009,NCT02899611,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_011,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_041,NCT00802698,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_048,NCT02411734,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_016,NCT04480190,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_007,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_028,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_026,NCT04030741,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_003,NCT00689182,True,possible_match_insufficient_evidence,0,1
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_012,NCT01207765,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_042,NCT03985540,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_004,NCT00413855,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_10,NCT03850899,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_024,NCT02629549,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_032,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_023,NCT03529955,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_06,NCT02984384,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_047,NCT02651272,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_008,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_018,NCT01720771,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_009,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_050,NCT02158780,True,possible_match_insufficient_evidence,0,1
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_07,NCT04660656,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_033,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_034,NCT00119704,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_025,NCT02629549,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_11,NCT02830828,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_005,NCT03791229,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_014,NCT04326582,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_013,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_002,NCT01166412,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_070,NCT00922233,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_029,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_031,NCT00443313,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_022,NCT00921609,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_033,NCT03985540,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_034,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_018,NCT04530149,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_009,NCT04793035,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_057,NCT04750044,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_048,NCT03003533,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_061,NCT02750826,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_036,NCT03158805,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_005,NCT04530149,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_014,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_013,NCT02414295,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_002,NCT00413855,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_003,NCT00413855,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_012,NCT00188890,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_045,NCT00314431,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_015,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_004,NCT00726492,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_056,NCT02952885,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2021_001,NCT01051557,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_008,NCT00906971,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_019,NCT04530149,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_01,NCT00543023,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_024,NCT00135811,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_035,NCT04322422,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_trec2022_032,NCT03570359,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-3B-Instruct,case_paraphrase_023,NCT02629549,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_02,NCT01482130,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_027,NCT01518192,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_031,NCT02789592,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_020,NCT04530149,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_14,NCT00816998,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_018,NCT04529369,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_046,NCT04822701,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_050,NCT01921972,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_059,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_016,NCT03876652,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_007,NCT04059185,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_022,NCT03791229,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_034,NCT02546193,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_035,NCT04698525,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_006,NCT04233359,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_017,NCT04530149,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_058,NCT03902262,True,possible_match_insufficient_evidence,1,1
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_047,NCT00945373,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_019,NCT00487279,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_001,NCT00413855,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_15,NCT00738998,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_021,NCT00921609,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_030,NCT04146649,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_026,NCT01847690,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_03,NCT00865358,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_042,NCT02411916,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_015,NCT03358576,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_006,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_049,NCT00191113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_010,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_008,NCT01604031,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_08,NCT01737242,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_073,NCT02471573,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_065,NCT00419562,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_012,NCT03975998,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_053,NCT02802449,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_04,NCT00800644,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_028,NCT04342520,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_021,NCT04671472,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_030,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_037,NCT01419535,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_026,NCT03829631,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_12,NCT04471363,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_13,NCT01710072,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_027,NCT03829631,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_031,NCT04322422,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_020,NCT03835351,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_05,NCT02584972,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_044,NCT02609009,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_013,NCT03187795,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_033,NCT00922233,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_025,NCT02515110,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_09,NCT01645904,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_009,NCT02899611,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_011,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_041,NCT00802698,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_048,NCT02411734,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_016,NCT04480190,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_007,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_028,NCT03829631,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_026,NCT04030741,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_003,NCT00689182,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_012,NCT01207765,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_042,NCT03985540,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_004,NCT00413855,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_10,NCT03850899,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_024,NCT02629549,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_032,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_023,NCT03529955,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_06,NCT02984384,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_047,NCT02651272,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_008,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_018,NCT01720771,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_009,NCT02855892,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_050,NCT02158780,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_07,NCT04660656,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_033,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_034,NCT00119704,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_025,NCT02629549,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_11,NCT02830828,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_005,NCT03791229,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_014,NCT04326582,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_013,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_002,NCT01166412,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_070,NCT00922233,True,possible_match_insufficient_evidence,1,1
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_029,NCT03829631,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_031,NCT00443313,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_022,NCT00921609,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_033,NCT03985540,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_034,NCT01634113,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_018,NCT04530149,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_009,NCT04793035,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_057,NCT04750044,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_048,NCT03003533,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_061,NCT02750826,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2021_036,NCT03158805,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_005,NCT04530149,True,unlikely_match,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_paraphrase_014,NCT00843310,True,possible_match_insufficient_evidence,0,0
B1_multi_rag,Qwen/Qwen2.5-7B-Instruct,case_trec2022_013,NCT02414295,True,possible_match_insufficient_evidence,0,0
