case_id,source,category,gold_nct,selected_doc,backbone,decision,parse_ok,latency_sec,answer_chars,missing_facts_n,unresolved_reqs_n,cross_trial_leak_n,gen_snippet
case_trec2021_058,trec2021,possible_match_insufficient_evidence,NCT00124722,NCT03902262,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.316,186,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the clinical trial. However, there are some details we need to confirm before"
case_trec2021_009,trec2021,possible_match_insufficient_evidence,NCT00013845,NCT02899611,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.484,225,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit some criteria for the study, but we need more details to confirm your eligibility. Please provide additio"
case_paraphrase_017,paraphrase_trec2022,participation_request,,NCT04530149,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.232,136,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need to confirm a few details before you can join."",   ""supported_pati"
case_09,handcrafted,participation_request,,NCT01645904,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.966,330,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""If you join this study, you will participate in different sessions depending on which group you are assigned to. In each session, you will fill out question"
case_trec2022_023,trec2022,possible_match_insufficient_evidence,,NCT03529955,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.429,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial if you meet certain criteria. However, there are some details we need to con"
case_trec2021_049,trec2021,possible_match_insufficient_evidence,NCT00001253,NCT01944475,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.391,386,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, your daughter does not seem to meet the eligibility criteria for this study. The study focuses on girls with prematur"
case_trec2022_006,trec2022,possible_match_insufficient_evidence,,NCT04233359,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.213,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the criteria for this clinical trial, but we need more details to confirm your eligibility."",   ""supporte"
case_trec2022_021,trec2022,possible_match_insufficient_evidence,,NCT04671472,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.661,161,4,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit some of the eligibility criteria for this study, but we need more details to fully determine your eligibi"
case_paraphrase_035,paraphrase_trec2021,consent_understanding,,NCT04322422,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.282,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Before you can join the clinical trial, the study team will need to check a few things with you. They'll want to make sure your symptoms and medical history"
case_trec2021_048,trec2021,possible_match_insufficient_evidence,NCT00750139,NCT02411734,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.67,292,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might not be eligible for this specific clinical trial. You are a 41-year-old professional soccer player wit"
case_paraphrase_009,paraphrase_trec2021,cannot_determine,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.493,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you do not qualify for this clinical trial. The trial is looking for men aged 50 years and older with certain prostate conditions,"
case_11,handcrafted,risk_request,,NCT02830828,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,8.512,189,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Participants in this study might experience some burdens such as attending three follow-up appointments, which could be considered a risk due to the inconve"
case_paraphrase_016,paraphrase_trec2022,explanation_request,,NCT03876652,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.971,270,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study is looking at how a special kind of pacemaker might help people who often faint (syncope) and whose fainting isn't helped by regular medicines. T"
case_trec2022_050,trec2022,possible_match_insufficient_evidence,,NCT01921972,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.723,157,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation seems to align with the eligibility criteria for this clinical trial, but we need to check a few details before confirming your participation"
case_trec2021_053,trec2021,possible_match_insufficient_evidence,NCT00395538,NCT02802449,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.853,147,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet some of the eligibility criteria for this study, but there are some details we need to confirm."",   ""sup"
case_paraphrase_018,paraphrase_trec2022,risk_request,,NCT04530149,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,9.792,0,2,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facts"": [     ""A 47-year-old man with chronic cough and dyspnea, hypertension, osteoarthritis, smoking history, and a history of asbestos exposure.""   ],   ""missing_patient_facts"": [     ""Specifi"
case_trec2021_034,trec2021,possible_match_insufficient_evidence,NCT00009659,NCT03529955,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.504,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit the profile of someone who might be eligible for this clinical trial. However, there are some details"
case_trec2022_041,trec2022,possible_match_insufficient_evidence,,NCT00802698,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.782,148,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the inclusion criteria for the study, but there are some details that need further clarification."",   ""su"
case_trec2021_028,trec2021,possible_match_insufficient_evidence,NCT00000568,NCT04342520,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.355,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need to check a few things."",   ""supported_patient_facts"": [     ""Th"
case_paraphrase_007,paraphrase_trec2021,participation_request,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.524,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not meet the eligibility criteria for this clinical trial. You are a 24-year-old man with type 1 diabetes, and the trial is specifically"
case_07,handcrafted,explanation_request,,NCT04660656,Qwen/Qwen2.5-3B-Instruct,likely_match,True,9.411,213,2,2,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""This study is looking at whether a special test called the 5R-STS can help predict how well back surgeries work. It's for people with certain types of back problems like hernias or"
case_trec2021_019,trec2021,possible_match_insufficient_evidence,NCT00000531,NCT00487279,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.484,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be eligible for the clinical trial, but we need more details to confirm. Please check with your health"
case_trec2022_012,trec2022,possible_match_insufficient_evidence,,NCT00188890,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.373,483,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet some of the eligibility criteria for the study, but we need more details to confirm your eligibility. Yo"
case_15,handcrafted,cannot_determine,,NCT00738998,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,8.672,165,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the age requirement, but we need more details about your bone problems to determine if you qualify for th"
case_paraphrase_012,paraphrase_trec2022,participation_request,,NCT01207765,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.344,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it does not seem like you would qualify for this specific clinical trial. The trial is for patients with multiple myeloma who have an incomplet"
case_10,handcrafted,participation_request,,NCT02432339,Qwen/Qwen2.5-3B-Instruct,likely_match,True,9.347,167,2,2,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""The study is expected to take about 3 weeks, including a screening visit that lasts about 90 minutes, followed by two testing weeks, each lasting approximately 3 days."",   ""support"
case_trec2022_008,trec2022,possible_match_insufficient_evidence,,NCT03197922,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.792,0,3,7,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facts"": [""The patient is a 7-month-old boy"", ""He has had constipation and discomfort with bowel movements since birth"", ""His symptoms worsened after eating semi-solid foods"""
case_paraphrase_025,paraphrase_trec2021,consent_understanding,,NCT02629549,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.353,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Before you can join the clinical trial, the study team will need to confirm several things with you. They will want to make sure your condition matches what"
case_paraphrase_006,paraphrase_trec2021,explanation_request,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,10.723,197,2,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""The clinical trial you're interested in is for a medication to treat benign prostatic hyperplasia, which affects the prostate gland. It's not related to your current situation wi"
case_trec2022_032,trec2022,possible_match_insufficient_evidence,,NCT03570359,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.271,138,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but there are some details that need further clarification."",   ""supported_pa"
case_trec2022_024,trec2022,possible_match_insufficient_evidence,,NCT00135811,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.727,279,4,4,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might not be eligible for this clinical trial. You need to meet specific criteria like being between the age"
case_paraphrase_034,paraphrase_trec2021,cannot_determine,,NCT01634113,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.483,336,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like your case might not fit the criteria for this specific clinical trial. However, we need more details to"
case_trec2021_047,trec2021,possible_match_insufficient_evidence,NCT00004727,NCT02651272,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.619,330,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. The trial is specifically designed for patients"
case_trec2021_061,trec2021,possible_match_insufficient_evidence,NCT00005635,NCT02750826,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.442,176,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit the general profile of the study participants, but we need to check a few details before we can confi"
case_trec2022_016,trec2022,possible_match_insufficient_evidence,,NCT04480190,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.502,198,6,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you may not be eligible for this clinical trial. You need to meet specific medical criteria and conditions that "
case_trec2021_073,trec2021,possible_match_insufficient_evidence,NCT00966719,NCT02471573,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.267,293,1,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. You are a 3-day-old female infant with neonatal"
case_trec2022_027,trec2022,possible_match_insufficient_evidence,,NCT01518192,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.638,152,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you might be eligible for the clinical trial. However, there are some details that need to be confirmed."",  "
case_trec2021_013,trec2021,possible_match_insufficient_evidence,NCT00005985,NCT02591901,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.502,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the eligibility criteria for this study, but we need more details to confirm your suitability."",   ""suppo"
case_trec2022_020,trec2022,possible_match_insufficient_evidence,,NCT03835351,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.767,117,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need more details to confirm."",   ""supported_patient_facts"": [     """
case_paraphrase_032,paraphrase_trec2021,participation_request,,NCT01634113,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,12.339,312,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might not be eligible for this specific clinical trial. The trial focuses on evaluating the safety "
case_paraphrase_027,paraphrase_trec2021,participation_request,,NCT03829631,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,9.958,197,1,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to be eligible for this clinical trial. The trial focuses on lumbar orthoses for low back pain, which does not align with your "
case_paraphrase_001,paraphrase_trec2021,explanation_request,,NCT00413855,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.286,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study seems to focus on treating chronic or recurrent abdominal pain, but it doesn't seem to match your case. Your symptoms sound like Wilson disease, "
case_trec2022_003,trec2022,possible_match_insufficient_evidence,,NCT00689182,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.495,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the profile of someone who might be eligible for this clinical trial. You have hemochromatosis, which is "
case_paraphrase_031,paraphrase_trec2021,explanation_request,,NCT04322422,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,10.431,274,2,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""It seems like your situation does not align with the eligibility criteria for the clinical trial described. The trial focuses on patients with chest tightness due to asthma, whil"
case_paraphrase_003,paraphrase_trec2021,risk_request,,NCT00413855,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,8.805,304,3,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. The trial focuses on patients with chronic or recurrent right lower a"
case_paraphrase_008,paraphrase_trec2021,risk_request,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.541,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. The trial is focused on patients with benign prostatic hyperplasia, w"
case_paraphrase_022,paraphrase_trec2021,participation_request,,NCT00921609,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.497,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""If you decide to join the clinical trial, you will need to provide blood samples, undergo imaging tests like an MRI, and possibly have a glucose tolerance t"
case_trec2022_009,trec2022,possible_match_insufficient_evidence,,NCT04793035,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.48,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need to check a few things."",   ""supported_patient_facts"": [     ""Yo"
case_trec2021_031,trec2021,possible_match_insufficient_evidence,NCT00002536,NCT00443313,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.339,129,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the general eligibility criteria for this study, but some details are unclear."",   ""supported_patient_fac"
case_03,handcrafted,likely_mismatch_or_unlikely_match,,NCT00865358,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.837,0,2,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facts"": [""42-year-old man"", ""back pain lasting >12 weeks"", ""average pain level in the previous week of 4 or more on a scale of 0 to 10"", ""English-speaking minority adult""], "
case_trec2022_037,trec2022,possible_match_insufficient_evidence,,NCT01419535,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.488,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit some of the eligibility criteria for the clinical trial, but we need more details to fully determine your"
case_trec2021_001,trec2021,possible_match_insufficient_evidence,NCT00002814,NCT01051557,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.427,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might not be eligible for this clinical trial. The trial focuses on temsirolimus and perifosine in patients "
case_06,handcrafted,possible_match_insufficient_evidence,,NCT02984384,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,7.974,198,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet the age and fracture requirements. However, we need to check if you're taking long-term blood thinners. "
case_trec2021_015,trec2021,possible_match_insufficient_evidence,NCT00003049,NCT03358576,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.567,156,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some eligibility criteria for the study, but we need more details to confirm your eligibility fully."
case_paraphrase_028,paraphrase_trec2021,risk_request,,NCT03829631,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,11.442,261,4,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you are not eligible for this clinical trial. The study focuses on lumbar orthoses for low back pain, which does not align with your condition "
case_paraphrase_024,paraphrase_trec2021,cannot_determine,,NCT02629549,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,12.323,567,3,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for the clinical trial, but there are some details we need to confi"
case_trec2021_070,trec2021,possible_match_insufficient_evidence,NCT00042562,NCT00922233,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.852,182,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might not be eligible for this specific clinical trial. You can check with the study coordinator to"
case_paraphrase_004,paraphrase_trec2021,cannot_determine,,NCT03902262,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.408,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like your symptoms might be related to a condition called Wilson's disease. However, we need more informatio"
