judge,case_id,backbone,source,selected_doc,decision,factuality,groundedness,abstain_appropriateness,safety,patient_utility,failure_modes,latency_sec
gpt4o,case_paraphrase_024,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02629549,possible_match_insufficient_evidence,3,3,4,5,4,hallucination;ungrounded,50.07
gpt4o,case_trec2021_018,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT04529369,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,47.96
gpt4o,case_trec2021_019,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT00487279,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,48.29
gpt4o,case_trec2022_013,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT02414295,likely_match,4,4,4,5,5,hallucination;overcommit,48.34
gpt4o,case_paraphrase_034,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT01634113,possible_match_insufficient_evidence,3,3,4,5,4,ungrounded;overabstain,48.0
gpt4o,case_trec2022_048,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT03003533,parse_fail,3,3,4,5,4,hallucination;ungrounded,48.69
gpt4o,case_paraphrase_018,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2022,NCT04530149,parse_fail,2,2,3,4,3,hallucination;ungrounded;overabstain,46.22
gpt4o,case_trec2022_041,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT00802698,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,48.05
gpt4o,case_08,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT01737242,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,47.69
gpt4o,case_trec2022_027,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT01518192,parse_fail,4,3,4,5,4,ungrounded;overabstain,48.56
gpt4o,case_trec2021_056,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT02952885,parse_fail,4,4,5,5,4,hallucination;ungrounded,48.32
gpt4o,case_trec2022_012,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT00188890,parse_fail,4,4,5,5,4,ungrounded,48.12
gpt4o,case_paraphrase_034,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT01634113,parse_fail,2,2,3,4,3,hallucination;ungrounded;overabstain,48.49
gpt4o,case_trec2021_056,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT02952885,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,49.43
gpt4o,case_trec2022_020,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT03835351,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;jargon,48.69
gpt4o,case_trec2021_035,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT04698525,likely_match,3,3,2,5,4,overcommit;ungrounded,47.67
gpt4o,case_trec2022_004,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT00726492,parse_fail,4,4,4,5,4,hallucination;overabstain,48.37
gpt4o,case_trec2022_032,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03570359,unlikely_match,5,5,5,5,5,none,47.38
gpt4o,case_15,meta-llama/Meta-Llama-3.1-8B-Instruct,handcrafted,NCT00738998,parse_fail,4,3,4,5,4,ungrounded;overabstain,47.28
gpt4o,case_paraphrase_019,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2022,NCT04530149,unlikely_match,5,5,5,5,5,none,46.69
gpt4o,case_trec2022_008,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT03197922,possible_match_insufficient_evidence,5,5,5,5,5,none,53.35
gpt4o,case_paraphrase_018,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2022,NCT04530149,unlikely_match,5,5,5,5,5,none,47.66
gpt4o,case_trec2021_061,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT02750826,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.59
gpt4o,case_trec2022_032,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT03570359,parse_fail,3,2,2,5,3,hallucination;ungrounded;overabstain,47.79
gpt4o,case_paraphrase_028,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT03829631,unlikely_match,5,5,5,5,5,none,47.95
gpt4o,case_paraphrase_007,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02855892,unlikely_match,5,5,5,5,5,none,47.48
gpt4o,case_trec2022_003,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT00689182,parse_fail,3,3,4,5,4,hallucination;ungrounded,41.57
gpt4o,case_paraphrase_024,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02629549,parse_fail,4,4,5,5,4,hallucination;none,48.73
gpt4o,case_trec2021_015,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT03358576,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.08
gpt4o,case_08,mistralai/Mistral-7B-Instruct-v0.3,handcrafted,NCT01737242,parse_fail,4,4,4,5,4,ungrounded;overabstain,48.89
gpt4o,case_paraphrase_023,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02629549,parse_fail,3,3,4,4,4,hallucination;ungrounded,48.71
gpt4o,case_paraphrase_004,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT03902262,parse_fail,1,1,1,3,2,hallucination;ungrounded;overabstain,49.02
gpt4o,case_trec2022_008,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03197922,possible_match_insufficient_evidence,3,3,4,5,4,hallucination;ungrounded,48.71
gpt4o,case_trec2022_013,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT02414295,parse_fail,4,4,5,5,4,ungrounded,48.03
gpt4o,case_06,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT02984384,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,48.1
gpt4o,case_paraphrase_012,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2022,NCT01207765,parse_fail,5,5,5,5,5,none,47.23
gpt4o,case_paraphrase_006,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02855892,unlikely_match,5,5,5,5,5,none,47.76
gpt4o,case_trec2022_050,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT01921972,possible_match_insufficient_evidence,3,3,4,5,4,hallucination;ungrounded,47.95
gpt4o,case_trec2022_008,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT03197922,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.28
gpt4o,case_paraphrase_017,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2022,NCT04530149,unlikely_match,5,5,5,5,5,none,47.32
gpt4o,case_trec2022_023,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT03529955,unlikely_match,5,5,5,5,5,none,48.07
gpt4o,case_trec2022_032,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT03570359,parse_fail,2,2,1,4,3,hallucination;ungrounded;overabstain,48.43
gpt4o,case_trec2021_015,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT03358576,parse_fail,4,4,5,5,4,ungrounded,47.32
gpt4o,case_trec2021_050,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT04821167,parse_fail,3,3,4,5,4,ungrounded;overabstain,47.39
gpt4o,case_trec2022_016,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT04480190,parse_fail,2,2,3,4,3,hallucination;ungrounded;overabstain,48.84
gpt4o,case_trec2022_021,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT04671472,parse_fail,5,5,5,5,4,jargon,48.03
gpt4o,case_trec2022_041,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT00802698,parse_fail,4,4,5,5,4,hallucination;ungrounded,48.31
gpt4o,case_02,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT01482130,possible_match_insufficient_evidence,2,2,1,5,3,hallucination;ungrounded;overcommit,48.05
gpt4o,case_trec2021_034,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT03529955,parse_fail,1,1,1,3,2,hallucination;ungrounded;overabstain,48.65
gpt4o,case_trec2022_014,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT04326582,parse_fail,3,2,3,4,3,ungrounded;overabstain;jargon,48.85
gpt4o,case_trec2021_048,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT02411734,parse_fail,2,2,1,4,3,hallucination;ungrounded;overcommit,47.98
gpt4o,case_trec2021_049,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT01944475,parse_fail,2,2,1,4,3,hallucination;ungrounded;overcommit,48.9
gpt4o,case_trec2022_033,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03985540,unlikely_match,5,5,5,5,5,none,47.64
gpt4o,case_07,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT04660656,likely_match,4,4,5,5,4,missing_detail;ungrounded,48.16
gpt4o,case_trec2022_024,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT00135811,unlikely_match,3,3,4,5,4,hallucination;ungrounded,48.04
gpt4o,case_trec2022_030,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT04146649,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded;overabstain,47.38
gpt4o,case_trec2022_023,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03529955,unlikely_match,5,5,5,5,5,none,50.13
gpt4o,case_trec2021_034,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT03529955,parse_fail,5,5,5,5,5,none,47.47
gpt4o,case_06,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT02984384,parse_fail,3,3,4,4,3,ungrounded;jargon,48.86
gpt4o,case_trec2022_027,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT01518192,unlikely_match,5,5,5,5,5,none,47.09
gpt4o,case_paraphrase_025,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT02629549,parse_fail,4,4,5,5,4,hallucination;ungrounded,50.96
gpt4o,case_trec2021_013,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02591901,parse_fail,4,4,5,5,4,hallucination;ungrounded,48.84
gpt4o,case_paraphrase_023,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT02629549,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.12
gpt4o,case_trec2021_073,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT02471573,parse_fail,1,1,1,3,2,hallucination;ungrounded;overcommit,48.69
gpt4o,case_trec2021_035,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT04698525,parse_fail,4,4,5,5,4,ungrounded,49.58
gpt4o,case_trec2022_021,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT04671472,parse_fail,5,5,5,5,5,none,48.58
gpt4o,case_trec2022_018,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT02346825,unlikely_match,5,5,5,5,5,none,45.36
gpt4o,case_paraphrase_009,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT02855892,parse_fail,5,5,5,5,4,jargon,47.38
gpt4o,case_paraphrase_007,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02855892,parse_fail,5,5,5,5,5,none,47.07
gpt4o,case_trec2022_050,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT01921972,possible_match_insufficient_evidence,3,3,4,5,4,hallucination;ungrounded,47.67
gpt4o,case_trec2022_020,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT03835351,possible_match_insufficient_evidence,5,5,5,5,5,none,46.0
gpt4o,case_paraphrase_021,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT00921609,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,48.28
gpt4o,case_trec2021_001,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT01051557,parse_fail,4,4,5,5,4,ungrounded,47.5
gpt4o,case_trec2021_049,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT01944475,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,47.88
gpt4o,case_trec2022_037,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT01419535,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;jargon,47.91
gpt4o,case_paraphrase_022,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT00921609,parse_fail,3,2,4,5,4,hallucination;ungrounded,53.84
gpt4o,case_trec2021_013,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT02591901,parse_fail,4,4,5,5,4,hallucination;ungrounded,51.26
gpt4o,case_06,meta-llama/Meta-Llama-3.1-8B-Instruct,handcrafted,NCT02984384,possible_match_insufficient_evidence,5,5,5,5,5,none,47.71
gpt4o,case_15,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT00738998,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,47.92
gpt4o,case_paraphrase_010,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT02855892,parse_fail,2,2,1,4,3,hallucination;ungrounded;overabstain,48.73
gpt4o,case_paraphrase_028,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT03829631,unlikely_match,5,5,5,5,5,none,47.45
gpt4o,case_trec2022_048,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03003533,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;jargon,42.03
gpt4o,case_trec2021_061,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT02750826,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;jargon,45.16
gpt4o,case_paraphrase_025,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02629549,parse_fail,4,4,5,5,4,ungrounded,48.12
gpt4o,case_paraphrase_033,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT01634113,parse_fail,3,2,2,4,3,ungrounded;overabstain,47.85
gpt4o,case_paraphrase_032,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT01634113,unlikely_match,5,5,5,5,5,none,47.25
gpt4o,case_trec2022_024,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT00135811,parse_fail,4,3,4,5,4,ungrounded;overabstain,48.21
gpt4o,case_trec2021_042,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02411916,possible_match_insufficient_evidence,2,2,3,4,3,hallucination;ungrounded,48.04
gpt4o,case_trec2022_006,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT04233359,parse_fail,4,4,4,5,4,overabstain;jargon,48.3
gpt4o,case_paraphrase_028,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT03829631,unlikely_match,5,5,5,5,5,none,49.97
gpt4o,case_paraphrase_026,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT03829631,unlikely_match,5,5,5,5,5,none,48.12
gpt4o,case_trec2021_026,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT04030741,unlikely_match,5,5,5,5,5,none,49.23
gpt4o,case_paraphrase_035,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT04322422,parse_fail,4,4,5,5,4,ungrounded,48.48
gpt4o,case_trec2021_042,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT02411916,parse_fail,2,2,2,3,3,hallucination;ungrounded;overabstain,47.72
gpt4o,case_paraphrase_027,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT03829631,unlikely_match,5,5,5,5,5,none,47.61
gpt4o,case_trec2022_007,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT04059185,unlikely_match,2,2,1,4,3,hallucination;ungrounded;overcommit,47.82
gpt4o,case_trec2021_028,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT04342520,parse_fail,2,2,3,4,3,hallucination;ungrounded;overabstain,47.98
gpt4o,case_paraphrase_018,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2022,NCT04530149,unlikely_match,2,2,3,4,3,hallucination;ungrounded;overabstain,46.9
gpt4o,case_trec2021_019,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT00487279,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.81
gpt4o,case_10,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT02432339,likely_match,4,4,5,5,4,hallucination;ungrounded,48.87
gpt4o,case_paraphrase_012,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2022,NCT01207765,unlikely_match,5,5,5,5,5,none,47.72
gpt4o,case_trec2021_026,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT04030741,unlikely_match,5,5,5,5,5,none,46.2
gpt4o,case_trec2021_057,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT04750044,unlikely_match,5,5,5,5,5,none,48.51
gpt4o,case_paraphrase_032,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT01634113,parse_fail,5,5,5,5,5,none,48.42
gpt4o,case_trec2021_031,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT00443313,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,48.01
gpt4o,case_09,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT01645904,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded;overabstain,47.48
gpt4o,case_paraphrase_024,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT02629549,parse_fail,4,4,5,5,4,hallucination;ungrounded,48.46
gpt4o,case_03,mistralai/Mistral-7B-Instruct-v0.3,handcrafted,NCT00865358,possible_match_insufficient_evidence,4,4,5,5,4,hallucination,47.97
gpt4o,case_11,mistralai/Mistral-7B-Instruct-v0.3,handcrafted,NCT02830828,parse_fail,3,3,2,4,3,hallucination;overabstain;jargon,48.76
gpt4o,case_paraphrase_001,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT00413855,cannot_determine,5,5,5,5,5,none,49.75
gpt4o,case_trec2021_061,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02750826,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,48.3
gpt4o,case_trec2021_019,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT00487279,possible_match_insufficient_evidence,5,5,5,5,5,none,48.38
gpt4o,case_trec2022_048,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT03003533,parse_fail,4,4,5,5,4,ungrounded;jargon,50.91
gpt4o,case_paraphrase_004,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT03902262,parse_fail,1,1,1,3,2,hallucination;ungrounded;overcommit,48.97
gpt4o,case_paraphrase_009,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02855892,parse_fail,5,5,5,5,5,none,47.94
gpt4o,case_08,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT01737242,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,45.78
gpt4o,case_paraphrase_027,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT03829631,unlikely_match,5,5,5,5,5,none,47.54
gpt4o,case_trec2021_047,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT02651272,unlikely_match,5,5,5,5,5,none,48.45
gpt4o,case_trec2022_009,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT04793035,parse_fail,4,4,5,5,4,hallucination;ungrounded,45.7
gpt4o,case_trec2021_073,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2021,NCT02471573,unlikely_match,5,5,5,5,5,none,47.29
gpt4o,case_02,mistralai/Mistral-7B-Instruct-v0.3,handcrafted,NCT01482130,possible_match_insufficient_evidence,2,2,1,5,3,hallucination;ungrounded;overabstain,48.07
gpt4o,case_paraphrase_006,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT02855892,unlikely_match,5,5,5,5,5,none,48.43
gpt4o,case_trec2021_026,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT04030741,parse_fail,2,2,1,3,2,hallucination;ungrounded;overcommit,48.38
gpt4o,case_paraphrase_002,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT03902262,unlikely_match,5,5,5,5,5,none,47.43
gpt4o,case_trec2022_004,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT00726492,parse_fail,3,3,4,5,4,hallucination;ungrounded,48.75
gpt4o,case_paraphrase_006,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02855892,unlikely_match,4,4,5,5,5,hallucination,48.49
gpt4o,case_10,meta-llama/Meta-Llama-3.1-8B-Instruct,handcrafted,NCT02432339,possible_match_insufficient_evidence,5,5,5,5,5,none,47.31
gpt4o,case_paraphrase_024,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT02629549,parse_fail,2,2,1,4,3,hallucination;ungrounded;overabstain,49.61
gpt4o,case_paraphrase_025,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02629549,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded;overabstain,48.15
gpt4o,case_trec2021_050,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT04821167,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,48.81
gpt4o,case_trec2022_026,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT01847690,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,47.4
gpt4o,case_trec2022_020,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT03835351,parse_fail,2,2,2,3,3,hallucination;ungrounded;overabstain,48.15
gpt4o,case_paraphrase_018,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2022,NCT04530149,unlikely_match,5,5,5,5,5,none,49.43
gpt4o,case_paraphrase_021,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT00921609,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.43
gpt4o,case_trec2022_012,mistralai/Mistral-7B-Instruct-v0.3,trec2022,NCT00188890,possible_match_insufficient_evidence,5,5,5,5,5,none,49.88
gpt4o,case_trec2021_015,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT03358576,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded;none,48.27
gpt4o,case_paraphrase_006,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT02855892,parse_fail,3,3,4,5,4,hallucination;ungrounded,48.02
gpt4o,case_trec2021_047,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02651272,possible_match_insufficient_evidence,5,5,5,5,5,none,50.77
gpt4o,case_trec2022_033,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT03985540,unlikely_match,5,5,5,5,5,none,47.05
gpt4o,case_07,mistralai/Mistral-7B-Instruct-v0.3,handcrafted,NCT04660656,parse_fail,4,4,3,5,4,hallucination;overabstain,47.61
gpt4o,case_paraphrase_003,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT00413855,unlikely_match,5,5,5,5,5,none,46.36
gpt4o,case_trec2022_026,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT01847690,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,46.98
gpt4o,case_paraphrase_007,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT02855892,parse_fail,2,2,1,4,3,hallucination;ungrounded;overabstain,47.64
gpt4o,case_paraphrase_033,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT01634113,unlikely_match,5,5,5,5,5,none,44.97
gpt4o,case_paraphrase_010,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02855892,unlikely_match,5,5,5,5,5,none,47.79
gpt4o,case_paraphrase_032,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2021,NCT01634113,parse_fail,2,2,1,4,3,hallucination;ungrounded;overabstain,50.65
gpt4o,case_paraphrase_022,meta-llama/Meta-Llama-3.1-8B-Instruct,paraphrase_trec2021,NCT00921609,possible_match_insufficient_evidence,4,3,5,5,4,ungrounded,48.28
gpt4o,case_03,meta-llama/Meta-Llama-3.1-8B-Instruct,handcrafted,NCT00865358,parse_fail,5,5,5,5,4,none,48.33
gpt4o,case_09,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT01645904,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded;overabstain,48.33
gpt4o,case_trec2021_053,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02802449,possible_match_insufficient_evidence,3,3,4,5,4,hallucination;ungrounded,48.24
gpt4o,case_trec2021_053,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT02802449,parse_fail,3,3,4,5,4,hallucination;ungrounded,49.67
gpt4o,case_trec2022_024,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT00135811,possible_match_insufficient_evidence,2,2,3,5,3,hallucination;ungrounded,45.09
gpt4o,case_paraphrase_012,mistralai/Mistral-7B-Instruct-v0.3,paraphrase_trec2022,NCT01207765,parse_fail,2,2,3,4,3,hallucination;ungrounded,48.57
gpt4o,case_trec2022_007,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT04059185,possible_match_insufficient_evidence,2,2,3,4,3,hallucination;ungrounded;overabstain,48.21
gpt4o,case_trec2021_031,mistralai/Mistral-7B-Instruct-v0.3,trec2021,NCT00443313,parse_fail,3,3,4,5,4,hallucination;ungrounded,47.42
gpt4o,case_trec2022_033,meta-llama/Meta-Llama-3.1-8B-Instruct,trec2022,NCT03985540,parse_fail,2,2,1,4,3,hallucination;ungrounded;overcommit,48.04
