query_id,doc_id,rank_bge,bge_score
1,NCT00019071,260,-2.140625
1,NCT02796261,261,-2.142578125
1,NCT00041587,262,-2.150390625
1,NCT03727841,263,-2.150390625
1,NCT01478321,264,-2.150390625
1,NCT03608709,265,-2.154296875
1,NCT03197506,266,-2.15625
1,NCT03020602,267,-2.1640625
1,NCT00012038,268,-2.166015625
1,NCT03047473,269,-2.171875
1,NCT01280903,270,-2.17578125
1,NCT04562493,271,-2.185546875
1,NCT00346801,272,-2.1875
1,NCT00047281,273,-2.189453125
1,NCT00352313,274,-2.193359375
1,NCT02730988,275,-2.197265625
1,NCT02660073,276,-2.203125
1,NCT00475748,277,-2.208984375
1,NCT02819479,278,-2.21484375
1,NCT00268385,279,-2.22265625
1,NCT00970996,280,-2.22265625
1,NCT02512965,281,-2.224609375
1,NCT03794349,282,-2.228515625
1,NCT02527304,283,-2.228515625
1,NCT00052624,284,-2.232421875
1,NCT03641443,285,-2.236328125
1,NCT00039364,286,-2.23828125
1,NCT00385853,287,-2.2421875
1,NCT01316809,288,-2.255859375
1,NCT02879461,289,-2.259765625
1,NCT01655836,290,-2.259765625
1,NCT00004068,291,-2.259765625
1,NCT00516282,292,-2.267578125
1,NCT00204464,293,-2.26953125
1,NCT01257594,294,-2.271484375
1,NCT01847235,295,-2.271484375
1,NCT00968253,296,-2.2734375
1,NCT00005859,297,-2.275390625
1,NCT00354744,298,-2.27734375
1,NCT00006080,299,-2.28125
1,NCT00226590,300,-2.283203125
1,NCT00064363,301,-2.2890625
1,NCT03156036,302,-2.291015625
1,NCT00897611,303,-2.30078125
1,NCT03924232,304,-2.306640625
1,NCT00014443,305,-2.306640625
1,NCT00360945,306,-2.30859375
1,NCT01812460,307,-2.310546875
1,NCT03843814,308,-2.3125
1,NCT00378235,309,-2.314453125
1,NCT02023905,310,-2.3203125
1,NCT04842513,311,-2.322265625
1,NCT01418170,312,-2.32421875
1,NCT02887040,313,-2.33203125
1,NCT00124657,314,-2.3359375
1,NCT04671524,315,-2.34375
1,NCT00510640,316,-2.345703125
1,NCT02085785,317,-2.34765625
1,NCT01087554,318,-2.34765625
1,NCT04079894,319,-2.3515625
1,NCT03174782,320,-2.3515625
1,NCT02833402,321,-2.353515625
1,NCT01131611,322,-2.35546875
1,NCT00949026,323,-2.35546875
1,NCT00117962,324,-2.357421875
1,NCT00629447,325,-2.361328125
1,NCT03050736,326,-2.36328125
1,NCT00075894,327,-2.36328125
1,NCT04171375,328,-2.365234375
1,NCT00024336,329,-2.365234375
1,NCT00374699,330,-2.369140625
1,NCT01236547,331,-2.369140625
1,NCT03511053,332,-2.37109375
1,NCT01480050,333,-2.375
1,NCT04115202,334,-2.3828125
1,NCT03532737,335,-2.3828125
1,NCT04118426,336,-2.390625
1,NCT01622764,337,-2.392578125
1,NCT03593993,338,-2.39453125
1,NCT00064779,339,-2.3984375
1,NCT01479686,340,-2.400390625
1,NCT04617873,341,-2.40234375
1,NCT04610229,342,-2.408203125
1,NCT03581292,343,-2.416015625
1,NCT01055314,344,-2.419921875
1,NCT04222777,345,-2.423828125
1,NCT02919462,346,-2.423828125
1,NCT00553462,347,-2.42578125
1,NCT03695848,348,-2.431640625
1,NCT03243461,349,-2.431640625
1,NCT00591058,350,-2.431640625
1,NCT04581239,351,-2.435546875
1,NCT04115761,352,-2.4375
1,NCT00003301,353,-2.44140625
1,NCT02822924,354,-2.4453125
1,NCT01590082,355,-2.44921875
1,NCT03784729,356,-2.455078125
1,NCT00357253,357,-2.462890625
1,NCT01553149,358,-2.462890625
1,NCT02960178,359,-2.462890625
1,NCT01419639,360,-2.46484375
1,NCT01256554,361,-2.46484375
1,NCT00859222,362,-2.470703125
1,NCT04029753,363,-2.47265625
1,NCT00313521,364,-2.482421875
1,NCT00404248,365,-2.486328125
1,NCT00074607,366,-2.486328125
1,NCT04447950,367,-2.490234375
1,NCT04623931,368,-2.4921875
1,NCT00424554,369,-2.498046875
1,NCT01525745,370,-2.5
1,NCT01238536,371,-2.50390625
1,NCT02453360,372,-2.505859375
1,NCT01671384,373,-2.505859375
1,NCT03100266,374,-2.5078125
1,NCT03381677,375,-2.5078125
1,NCT00038441,376,-2.51171875
1,NCT01271530,377,-2.517578125
1,NCT03387228,378,-2.517578125
1,NCT00047879,379,-2.517578125
1,NCT04000373,380,-2.51953125
1,NCT03291314,381,-2.5234375
1,NCT02005081,382,-2.529296875
1,NCT04200066,383,-2.53125
1,NCT00501748,384,-2.53125
1,NCT00031590,385,-2.533203125
1,NCT03193658,386,-2.53515625
1,NCT01428128,387,-2.53515625
1,NCT03211117,388,-2.537109375
1,NCT03388983,389,-2.537109375
1,NCT01682187,390,-2.5390625
1,NCT00506155,391,-2.541015625
1,NCT04481022,392,-2.546875
1,NCT01014767,393,-2.556640625
1,NCT04833621,394,-2.556640625
1,NCT00009854,395,-2.5625
1,NCT00766272,396,-2.564453125
1,NCT01119599,397,-2.564453125
1,NCT01771159,398,-2.568359375
1,NCT00578864,399,-2.5703125
1,NCT00484666,400,-2.572265625
1,NCT01892397,401,-2.57421875
1,NCT02800486,402,-2.576171875
1,NCT00393094,403,-2.58203125
1,NCT00792012,404,-2.583984375
1,NCT01295944,405,-2.58984375
1,NCT04105374,406,-2.59375
1,NCT01746238,407,-2.59765625
1,NCT03357614,408,-2.60546875
1,NCT03370926,409,-2.60546875
1,NCT00077103,410,-2.609375
1,NCT04611451,411,-2.609375
1,NCT02319304,412,-2.609375
1,NCT03149575,413,-2.609375
1,NCT04214535,414,-2.6171875
1,NCT01249105,415,-2.6171875
1,NCT02480036,416,-2.62109375
1,NCT00790231,417,-2.623046875
1,NCT04099797,418,-2.625
1,NCT02343406,419,-2.626953125
1,NCT02758366,420,-2.62890625
1,NCT01189240,421,-2.638671875
1,NCT02599090,422,-2.640625
1,NCT02968940,423,-2.64453125
1,NCT00458731,424,-2.64453125
1,NCT04396717,425,-2.65234375
1,NCT01591577,426,-2.65625
1,NCT02461095,427,-2.658203125
1,NCT03809403,428,-2.662109375
1,NCT00025558,429,-2.6640625
1,NCT00565721,430,-2.6640625
1,NCT01445535,431,-2.666015625
1,NCT01514201,432,-2.669921875
1,NCT03786627,433,-2.671875
1,NCT00003409,434,-2.6796875
1,NCT03449108,435,-2.681640625
1,NCT04545983,436,-2.681640625
1,NCT04690998,437,-2.685546875
1,NCT01561755,438,-2.6953125
1,NCT00003273,439,-2.6953125
1,NCT01096368,440,-2.697265625
1,NCT03874273,441,-2.697265625
1,NCT00876499,442,-2.69921875
1,NCT03283631,443,-2.703125
1,NCT00734526,444,-2.70703125
1,NCT04224584,445,-2.70703125
1,NCT00509431,446,-2.708984375
1,NCT03562975,447,-2.708984375
1,NCT03056144,448,-2.712890625
1,NCT02761070,449,-2.712890625
1,NCT02052778,450,-2.71484375
1,NCT04760483,451,-2.71484375
1,NCT01236560,452,-2.71484375
1,NCT03233152,453,-2.720703125
1,NCT04771936,454,-2.728515625
1,NCT03932981,455,-2.732421875
1,NCT01006083,456,-2.734375
1,NCT04182698,457,-2.736328125
1,NCT02055859,458,-2.740234375
1,NCT01409174,459,-2.7421875
1,NCT02611583,460,-2.744140625
1,NCT00735436,461,-2.748046875
1,NCT03514069,462,-2.751953125
1,NCT00007982,463,-2.751953125
1,NCT00731731,464,-2.75390625
1,NCT02795364,465,-2.755859375
1,NCT01952886,466,-2.76171875
1,NCT02192359,467,-2.767578125
1,NCT01266031,468,-2.775390625
1,NCT01747993,469,-2.7890625
1,NCT02015819,470,-2.791015625
1,NCT00003141,471,-2.791015625
1,NCT00002824,472,-2.791015625
1,NCT04747483,473,-2.79296875
1,NCT00787527,474,-2.794921875
1,NCT04498806,475,-2.80078125
1,NCT00504686,476,-2.802734375
1,NCT00085540,477,-2.80859375
1,NCT00039624,478,-2.80859375
1,NCT00045708,479,-2.810546875
1,NCT00893945,480,-2.818359375
1,NCT04747444,481,-2.818359375
1,NCT04408118,482,-2.826171875
1,NCT01456377,483,-2.828125
1,NCT00253487,484,-2.833984375
1,NCT01220362,485,-2.8359375
1,NCT02278744,486,-2.8359375
1,NCT00256789,487,-2.8359375
1,NCT00629187,488,-2.83984375
1,NCT00687765,489,-2.859375
1,NCT00928382,490,-2.861328125
1,NCT02507232,491,-2.86328125
1,NCT01189266,492,-2.86328125
1,NCT03295396,493,-2.86328125
1,NCT03181477,494,-2.865234375
1,NCT01577966,495,-2.8671875
1,NCT04351035,496,-2.869140625
1,NCT02423525,497,-2.87109375
1,NCT00804154,498,-2.873046875
1,NCT03971734,499,-2.87890625
1,NCT01172964,500,-2.8828125
1,NCT03561623,501,-2.8828125
1,NCT02189291,502,-2.88671875
1,NCT02598427,503,-2.888671875
1,NCT01475006,504,-2.896484375
1,NCT02174770,505,-2.8984375
1,NCT01237249,506,-2.904296875
1,NCT00093613,507,-2.908203125
1,NCT01812616,508,-2.908203125
1,NCT01251913,509,-2.91796875
1,NCT00557115,510,-2.927734375
1,NCT03728387,511,-2.9296875
1,NCT00884416,512,-2.9296875
1,NCT03509558,513,-2.939453125
1,NCT04157400,514,-2.939453125
1,NCT02681705,515,-2.94140625
1,NCT03152318,516,-2.9453125
1,NCT04022798,517,-2.947265625
1,NCT03389802,518,-2.94921875
1,NCT00106665,519,-2.951171875
1,NCT00795665,520,-2.953125
1,NCT04542798,521,-2.955078125
1,NCT00528684,522,-2.955078125
1,NCT00805376,523,-2.95703125
1,NCT03070431,524,-2.958984375
1,NCT04267146,525,-2.962890625
1,NCT02178605,526,-2.96484375
1,NCT04552769,527,-2.96875
1,NCT03141372,528,-2.970703125
1,NCT00636805,529,-2.970703125
1,NCT01803295,530,-2.9765625
1,NCT00050986,531,-2.978515625
1,NCT02986178,532,-2.984375
1,NCT01011231,533,-2.984375
1,NCT00005855,534,-2.986328125
1,NCT01594853,535,-2.986328125
1,NCT04146454,536,-2.98828125
1,NCT04064957,537,-2.990234375
1,NCT02592642,538,-2.990234375
1,NCT01052363,539,-2.9921875
1,NCT02967575,540,-2.99609375
1,NCT00683761,541,-2.998046875
1,NCT01138254,542,-3.0
1,NCT03647631,543,-3.005859375
1,NCT01805661,544,-3.0078125
1,NCT02847559,545,-3.013671875
1,NCT00271609,546,-3.013671875
1,NCT03862417,547,-3.015625
1,NCT01116661,548,-3.015625
1,NCT00631137,549,-3.015625
1,NCT01269411,550,-3.015625
1,NCT02490930,551,-3.029296875
1,NCT02202044,552,-3.033203125
1,NCT02572453,553,-3.03515625
1,NCT04043715,554,-3.037109375
1,NCT03118284,555,-3.037109375
1,NCT03725982,556,-3.041015625
1,NCT00049387,557,-3.04296875
1,NCT00045565,558,-3.04296875
1,NCT03549650,559,-3.044921875
1,NCT03994172,560,-3.05859375
1,NCT00071058,561,-3.060546875
1,NCT02226159,562,-3.06640625
1,NCT02609009,563,-3.0703125
1,NCT04320043,564,-3.0703125
1,NCT04267978,565,-3.072265625
1,NCT02340910,566,-3.080078125
1,NCT04270565,567,-3.083984375
1,NCT03896568,568,-3.083984375
1,NCT01140568,569,-3.087890625
1,NCT01891747,570,-3.095703125
1,NCT02717962,571,-3.095703125
1,NCT03145584,572,-3.09765625
1,NCT01456039,573,-3.1015625
1,NCT02582853,574,-3.1015625
1,NCT00335556,575,-3.107421875
1,NCT04387864,576,-3.109375
1,NCT00282438,577,-3.111328125
1,NCT03713528,578,-3.11328125
1,NCT02435485,579,-3.115234375
1,NCT01979536,580,-3.115234375
1,NCT01462695,581,-3.1171875
1,NCT00619268,582,-3.12109375
1,NCT01413100,583,-3.12109375
1,NCT01434602,584,-3.123046875
1,NCT04028206,585,-3.123046875
1,NCT02003937,586,-3.125
1,NCT04535596,587,-3.12890625
1,NCT02858895,588,-3.12890625
1,NCT01254903,589,-3.130859375
1,NCT01326923,590,-3.1328125
1,NCT04049253,591,-3.13671875
1,NCT04294563,592,-3.138671875
1,NCT00976313,593,-3.140625
1,NCT03118271,594,-3.140625
1,NCT00319124,595,-3.146484375
1,NCT03583320,596,-3.146484375
1,NCT00634231,597,-3.150390625
1,NCT04392518,598,-3.15234375
1,NCT02078531,599,-3.154296875
1,NCT00256360,600,-3.154296875
1,NCT02289144,601,-3.158203125
1,NCT00257998,602,-3.16015625
1,NCT02342782,603,-3.16015625
1,NCT03657576,604,-3.1640625
1,NCT00679354,605,-3.1640625
1,NCT02055196,606,-3.1640625
1,NCT00352495,607,-3.166015625
1,NCT04480528,608,-3.181640625
1,NCT01738113,609,-3.18359375
1,NCT04108650,610,-3.185546875
1,NCT01332929,611,-3.185546875
1,NCT01020292,612,-3.1953125
1,NCT01781468,613,-3.197265625
1,NCT04280939,614,-3.19921875
1,NCT00671801,615,-3.205078125
1,NCT02507154,616,-3.205078125
1,NCT00456378,617,-3.2109375
1,NCT01051557,618,-3.212890625
1,NCT01799499,619,-3.21484375
1,NCT01712620,620,-3.216796875
1,NCT04691960,621,-3.220703125
1,NCT00853697,622,-3.228515625
1,NCT04140916,623,-3.228515625
1,NCT03012776,624,-3.234375
1,NCT01730716,625,-3.23828125
1,NCT00449163,626,-3.240234375
1,NCT02992912,627,-3.240234375
1,NCT02906800,628,-3.240234375
1,NCT01331291,629,-3.2421875
1,NCT03364075,630,-3.2421875
1,NCT00003241,631,-3.244140625
1,NCT04684368,632,-3.248046875
1,NCT03586882,633,-3.248046875
1,NCT00883688,634,-3.251953125
1,NCT01073683,635,-3.251953125
1,NCT04769531,636,-3.25390625
1,NCT01708850,637,-3.259765625
1,NCT02094573,638,-3.26171875
1,NCT01654497,639,-3.267578125
1,NCT02730598,640,-3.275390625
1,NCT01733290,641,-3.27734375
1,NCT03732274,642,-3.28125
1,NCT04047992,643,-3.283203125
1,NCT03390595,644,-3.283203125
1,NCT01865162,645,-3.28515625
1,NCT04751149,646,-3.291015625
1,NCT00276783,647,-3.29296875
1,NCT01905228,648,-3.294921875
1,NCT03419169,649,-3.296875
1,NCT03807180,650,-3.296875
1,NCT03881267,651,-3.30078125
1,NCT00767559,652,-3.302734375
1,NCT03963999,653,-3.302734375
1,NCT04739670,654,-3.310546875
1,NCT02875314,655,-3.310546875
1,NCT01103375,656,-3.31640625
1,NCT04086667,657,-3.322265625
1,NCT00010049,658,-3.322265625
1,NCT00369590,659,-3.326171875
1,NCT02212574,660,-3.328125
1,NCT00869050,661,-3.330078125
1,NCT03476486,662,-3.33203125
1,NCT03848377,663,-3.33203125
1,NCT00627497,664,-3.33203125
1,NCT04178980,665,-3.3359375
1,NCT00570180,666,-3.337890625
1,NCT01336933,667,-3.33984375
1,NCT03181100,668,-3.34375
1,NCT03106896,669,-3.349609375
1,NCT03096197,670,-3.3515625
1,NCT02607124,671,-3.353515625
1,NCT02700594,672,-3.357421875
1,NCT04611464,673,-3.361328125
1,NCT00399529,674,-3.36328125
1,NCT01445119,675,-3.365234375
1,NCT03989752,676,-3.365234375
1,NCT04441164,677,-3.3671875
1,NCT02101905,678,-3.3671875
1,NCT00275002,679,-3.37109375
1,NCT04173923,680,-3.37109375
1,NCT03412708,681,-3.373046875
1,NCT03747718,682,-3.376953125
1,NCT01342068,683,-3.37890625
1,NCT04675710,684,-3.380859375
1,NCT02400034,685,-3.38671875
1,NCT00334100,686,-3.388671875
1,NCT00290433,687,-3.390625
1,NCT00564135,688,-3.392578125
1,NCT02434003,689,-3.39453125
1,NCT04004442,690,-3.3984375
1,NCT00810576,691,-3.404296875
1,NCT03127137,692,-3.404296875
1,NCT04529369,693,-3.408203125
1,NCT01348451,694,-3.408203125
1,NCT04420754,695,-3.412109375
1,NCT00942890,696,-3.41796875
1,NCT00481689,697,-3.423828125
1,NCT02568826,698,-3.423828125
1,NCT04576117,699,-3.42578125
1,NCT03591692,700,-3.4296875
1,NCT01517776,701,-3.431640625
1,NCT04704154,702,-3.439453125
1,NCT04298775,703,-3.439453125
1,NCT04219423,704,-3.44140625
1,NCT04277676,705,-3.44921875
1,NCT04193995,706,-3.44921875
1,NCT04081493,707,-3.451171875
1,NCT04058171,708,-3.451171875
1,NCT00114608,709,-3.4609375
1,NCT00514540,710,-3.462890625
1,NCT03607292,711,-3.46875
1,NCT01932983,712,-3.47265625
1,NCT03888872,713,-3.47265625
1,NCT02112591,714,-3.4765625
1,NCT03572855,715,-3.48046875
1,NCT03043391,716,-3.482421875
1,NCT02753101,717,-3.482421875
1,NCT00108069,718,-3.49609375
1,NCT03667573,719,-3.498046875
1,NCT02741076,720,-3.498046875
1,NCT04789486,721,-3.5
1,NCT03940287,722,-3.5
1,NCT01931605,723,-3.5
1,NCT03605550,724,-3.505859375
1,NCT01222754,725,-3.505859375
1,NCT00977795,726,-3.505859375
1,NCT01738139,727,-3.5078125
1,NCT02828501,728,-3.5078125
1,NCT03349333,729,-3.51171875
1,NCT03836066,730,-3.513671875
1,NCT01900925,731,-3.515625
1,NCT03479931,732,-3.51953125
1,NCT03919071,733,-3.5234375
1,NCT01690910,734,-3.525390625
1,NCT04770805,735,-3.52734375
1,NCT02618278,736,-3.53125
1,NCT00980239,737,-3.537109375
1,NCT03548792,738,-3.541015625
1,NCT04609735,739,-3.548828125
1,NCT03896737,740,-3.5546875
1,NCT02597673,741,-3.560546875
1,NCT02880072,742,-3.5625
1,NCT03785886,743,-3.5625
1,NCT01505868,744,-3.56640625
1,NCT03373773,745,-3.568359375
1,NCT03959293,746,-3.57421875
1,NCT04103970,747,-3.576171875
1,NCT03304730,748,-3.580078125
1,NCT02242084,749,-3.58984375
1,NCT03556839,750,-3.58984375
1,NCT00011414,751,-3.599609375
1,NCT00823797,752,-3.6015625
1,NCT03077204,753,-3.6015625
1,NCT00303849,754,-3.6015625
1,NCT00303446,755,-3.607421875
1,NCT04322318,756,-3.61328125
1,NCT03134872,757,-3.6171875
1,NCT01701388,758,-3.62109375
1,NCT03913052,759,-3.62109375
1,NCT00766467,760,-3.623046875
1,NCT04546217,761,-3.623046875
1,NCT01048749,762,-3.625
1,NCT03571971,763,-3.626953125
1,NCT01717651,764,-3.62890625
1,NCT02152137,765,-3.630859375
1,NCT00766753,766,-3.6328125
1,NCT03053791,767,-3.634765625
1,NCT02576665,768,-3.634765625
1,NCT02288923,769,-3.634765625
1,NCT01999270,770,-3.638671875
1,NCT03649919,771,-3.64453125
1,NCT02314221,772,-3.64453125
1,NCT03416530,773,-3.646484375
