query_id,doc_id,rank_bge,bge_score
3,NCT01775917,68,-5.265625
3,NCT01311102,69,-5.2890625
3,NCT04233632,70,-5.3203125
3,NCT03243305,71,-5.33984375
3,NCT03085212,72,-5.3515625
3,NCT02400034,73,-5.37109375
3,NCT04463524,74,-5.45703125
3,NCT01553318,75,-5.4609375
3,NCT00682994,76,-5.5
3,NCT02526459,77,-5.50390625
3,NCT00182078,78,-5.515625
3,NCT03461640,79,-5.5859375
3,NCT03491436,80,-5.6640625
3,NCT00093860,81,-5.6875
3,NCT02249624,82,-5.6953125
3,NCT00799214,83,-5.6953125
3,NCT00878826,84,-5.71484375
3,NCT03647631,85,-5.80078125
3,NCT02411916,86,-5.8203125
3,NCT00922233,87,-5.9296875
3,NCT02185456,88,-5.96875
3,NCT02109952,89,-5.97265625
3,NCT03280849,90,-6.05078125
3,NCT02099006,91,-6.0703125
3,NCT04559620,92,-6.16015625
3,NCT04661098,93,-6.3203125
3,NCT03940365,94,-6.328125
3,NCT02982213,95,-6.35546875
3,NCT03420339,96,-6.40234375
3,NCT02170064,97,-6.49609375
3,NCT02546193,98,-6.58984375
3,NCT03422809,99,-6.6953125
3,NCT01893047,100,-6.9609375
4,NCT00074607,1,-5.5859375
4,NCT03019055,2,-5.70703125
4,NCT03097770,3,-5.828125
4,NCT04215016,4,-5.84375
4,NCT04626908,5,-5.85546875
4,NCT04160195,6,-5.88671875
4,NCT04186520,7,-6.1171875
4,NCT02911142,8,-6.15234375
4,NCT02710643,9,-6.1875
4,NCT03081910,10,-6.19140625
4,NCT04112238,11,-6.25
4,NCT04794881,12,-6.28125
4,NCT04486872,13,-6.30859375
4,NCT04697940,14,-6.34375
4,NCT03984448,15,-6.390625
4,NCT00226304,16,-6.42578125
4,NCT02456350,17,-6.44921875
4,NCT03076437,18,-6.45703125
4,NCT03418441,19,-6.48046875
4,NCT01854372,20,-6.515625
4,NCT04007029,21,-6.54296875
4,NCT03233854,22,-6.54296875
4,NCT03049449,23,-6.546875
4,NCT01875588,24,-6.5546875
4,NCT04002947,25,-6.5546875
4,NCT03666000,26,-6.5703125
4,NCT03241940,27,-6.671875
4,NCT02498951,28,-6.73046875
4,NCT02659943,29,-6.73046875
4,NCT04553393,30,-6.7421875
4,NCT03559439,31,-6.75
4,NCT01092182,32,-6.75390625
4,NCT04283006,33,-6.75390625
4,NCT03252028,34,-6.75390625
4,NCT04656431,35,-6.76171875
4,NCT00052936,36,-6.79296875
4,NCT00924326,37,-6.80078125
4,NCT04545762,38,-6.82421875
4,NCT02436707,39,-6.83203125
4,NCT01555541,40,-6.83984375
4,NCT04546620,41,-6.92578125
4,NCT03293173,42,-6.9375
4,NCT01856192,43,-6.9453125
4,NCT04323956,44,-6.98828125
4,NCT04223765,45,-7.0234375
4,NCT03793140,46,-7.0546875
4,NCT03484702,47,-7.1015625
4,NCT03118180,48,-7.10546875
4,NCT04232826,49,-7.109375
4,NCT04608487,50,-7.1171875
4,NCT03391466,51,-7.15625
4,NCT02071056,52,-7.16015625
4,NCT03277729,53,-7.16015625
4,NCT00040690,54,-7.20703125
4,NCT01285765,55,-7.2109375
4,NCT03188198,56,-7.2265625
4,NCT02481310,57,-7.2421875
4,NCT04150913,58,-7.265625
4,NCT01046825,59,-7.2734375
4,NCT00022581,60,-7.2734375
4,NCT00290498,61,-7.27734375
4,NCT00392834,62,-7.28515625
4,NCT00669877,63,-7.296875
4,NCT02128061,64,-7.32421875
4,NCT01458366,65,-7.328125
4,NCT02390869,66,-7.328125
4,NCT01234766,67,-7.33203125
4,NCT00062868,68,-7.37890625
4,NCT03125642,69,-7.3828125
4,NCT03943901,70,-7.39453125
4,NCT04836195,71,-7.43359375
4,NCT00310037,72,-7.47265625
4,NCT00135200,73,-7.48046875
4,NCT03263026,74,-7.484375
4,NCT03132584,75,-7.5703125
4,NCT03593109,76,-7.578125
4,NCT01193842,77,-7.59375
4,NCT02763319,78,-7.61328125
4,NCT02750670,79,-7.625
4,NCT02625480,80,-7.6328125
4,NCT04855695,81,-7.64453125
4,NCT04432506,82,-7.66015625
4,NCT02228512,83,-7.6640625
4,NCT02213913,84,-7.6640625
4,NCT04088864,85,-7.70703125
4,NCT03036904,86,-7.82421875
4,NCT04074330,87,-7.84765625
4,NCT04668768,88,-7.85546875
4,NCT01626352,89,-7.859375
4,NCT04049383,90,-7.94140625
4,NCT02532192,91,-7.9609375
4,NCT03287817,92,-8.0703125
4,NCT01871675,93,-8.1015625
4,NCT03589469,94,-8.1015625
4,NCT01078922,95,-8.1328125
4,NCT04314843,96,-8.1796875
4,NCT03379493,97,-8.1953125
4,NCT00267865,98,-8.3046875
4,NCT00674674,99,-8.3203125
4,NCT00338520,100,-9.328125
5,NCT03646019,1,-0.471923828125
5,NCT02898896,2,-2.392578125
5,NCT04825080,3,-2.798828125
5,NCT02504762,4,-2.888671875
5,NCT03477890,5,-2.91796875
5,NCT04354740,6,-2.94140625
5,NCT03138603,7,-3.185546875
5,NCT03702244,8,-3.248046875
5,NCT01174550,9,-3.337890625
5,NCT01117506,10,-3.376953125
5,NCT02100722,11,-3.427734375
5,NCT04140019,12,-3.458984375
5,NCT02334826,13,-3.46484375
5,NCT01084239,14,-3.521484375
5,NCT03179774,15,-3.537109375
5,NCT03950947,16,-3.615234375
5,NCT00086450,17,-3.66015625
5,NCT02791087,18,-3.6796875
5,NCT00600327,19,-3.748046875
5,NCT00177346,20,-3.916015625
5,NCT00157716,21,-3.91796875
5,NCT00011258,22,-3.94140625
5,NCT01252875,23,-3.953125
5,NCT01458860,24,-4.05078125
5,NCT03921827,25,-4.05859375
5,NCT00217178,26,-4.140625
5,NCT01763320,27,-4.1796875
5,NCT03344276,28,-4.23046875
5,NCT02089217,29,-4.26953125
5,NCT01758614,30,-4.27734375
5,NCT04059679,31,-4.30078125
5,NCT03721523,32,-4.375
5,NCT02802072,33,-4.3828125
5,NCT00106938,34,-4.42578125
5,NCT00178672,35,-4.4921875
5,NCT03493035,36,-4.5078125
5,NCT00402506,37,-4.609375
5,NCT00402740,38,-4.62890625
5,NCT02118233,39,-4.64453125
5,NCT01056445,40,-4.65625
5,NCT00046410,41,-4.6640625
5,NCT00576693,42,-4.66796875
5,NCT02750644,43,-4.69921875
5,NCT03176420,44,-4.72265625
5,NCT03062319,45,-4.7265625
5,NCT00821821,46,-4.7265625
5,NCT04201132,47,-4.73046875
5,NCT03978988,48,-4.73828125
5,NCT01264419,49,-4.73828125
5,NCT03982420,50,-4.796875
5,NCT03521193,51,-4.8125
5,NCT03464851,52,-4.828125
5,NCT04087382,53,-4.85546875
5,NCT01050361,54,-4.88671875
5,NCT02968329,55,-4.89453125
5,NCT03729817,56,-4.921875
5,NCT02536378,57,-4.93359375
5,NCT04261478,58,-4.93359375
5,NCT02657707,59,-4.9453125
5,NCT02800174,60,-5.0
5,NCT00180518,61,-5.02734375
5,NCT03381534,62,-5.078125
5,NCT03785678,63,-5.125
5,NCT03192332,64,-5.171875
5,NCT01685567,65,-5.1796875
5,NCT02129413,66,-5.1875
5,NCT03985774,67,-5.21875
5,NCT02398734,68,-5.22265625
5,NCT01070771,69,-5.22265625
5,NCT03105141,70,-5.23828125
5,NCT00590434,71,-5.29296875
5,NCT01819597,72,-5.3359375
5,NCT01783639,73,-5.37109375
5,NCT00321295,74,-5.46875
5,NCT02355288,75,-5.484375
5,NCT00316108,76,-5.484375
5,NCT01414387,77,-5.515625
5,NCT01994161,78,-5.51953125
5,NCT01273337,79,-5.6171875
5,NCT01591005,80,-5.640625
5,NCT01257880,81,-5.6484375
5,NCT00125671,82,-5.671875
5,NCT03329365,83,-5.69921875
5,NCT04318171,84,-5.73828125
5,NCT00321022,85,-5.76171875
5,NCT03210623,86,-5.76953125
5,NCT01755520,87,-5.80078125
5,NCT02527044,88,-5.86328125
5,NCT01678144,89,-5.90625
5,NCT00126139,90,-5.9375
5,NCT00004728,91,-6.0078125
5,NCT03142867,92,-6.0390625
5,NCT04142541,93,-6.09765625
5,NCT04057755,94,-6.10546875
5,NCT00744523,95,-6.1796875
5,NCT00215696,96,-6.3359375
5,NCT02139189,97,-6.40234375
5,NCT03208166,98,-6.4375
5,NCT00385385,99,-6.6953125
5,NCT00544102,100,-7.0234375
6,NCT02134392,1,-1.2041015625
6,NCT03592082,2,-1.716796875
6,NCT00324285,3,-1.826171875
6,NCT02646436,4,-2.212890625
6,NCT02112630,5,-2.419921875
6,NCT02112279,6,-2.478515625
6,NCT01868373,7,-2.90625
6,NCT04014608,8,-2.94921875
6,NCT01346059,9,-3.138671875
6,NCT01309750,10,-3.330078125
6,NCT02707198,11,-3.703125
6,NCT00304889,12,-3.87109375
6,NCT02193685,13,-3.955078125
6,NCT03647995,14,-3.986328125
6,NCT02200328,15,-4.09765625
6,NCT01630096,16,-4.13671875
6,NCT01049776,17,-4.54296875
6,NCT01472978,18,-4.6640625
6,NCT04715971,19,-4.7421875
6,NCT02828553,20,-5.109375
6,NCT02237859,21,-5.24609375
6,NCT03014297,22,-5.24609375
6,NCT00425503,23,-5.3359375
6,NCT00177775,24,-5.359375
6,NCT00177970,25,-5.40625
6,NCT01344031,26,-5.46875
6,NCT03629977,27,-5.515625
6,NCT03747718,28,-5.64453125
6,NCT01415882,29,-5.6484375
6,NCT04614142,30,-5.66015625
6,NCT02996487,31,-5.66796875
6,NCT02684422,32,-5.67578125
6,NCT04752163,33,-5.69140625
6,NCT02287727,34,-5.70703125
6,NCT01218620,35,-5.7265625
6,NCT04358406,36,-5.734375
6,NCT03937947,37,-5.74609375
6,NCT04548752,38,-5.75390625
6,NCT01739894,39,-5.76953125
6,NCT02224781,40,-5.78125
6,NCT02208375,41,-5.78515625
6,NCT02434536,42,-5.7890625
6,NCT01670877,43,-5.8046875
6,NCT02776202,44,-5.83203125
6,NCT04064957,45,-5.84375
6,NCT00231855,46,-5.86328125
6,NCT03562741,47,-5.890625
6,NCT00792948,48,-5.89453125
6,NCT01275664,49,-5.8984375
6,NCT02101788,50,-5.921875
6,NCT00467272,51,-5.921875
6,NCT04347057,52,-6.00390625
6,NCT03031730,53,-6.0625
6,NCT02535338,54,-6.08984375
6,NCT03529955,55,-6.12109375
6,NCT04301076,56,-6.12890625
6,NCT01660711,57,-6.14453125
6,NCT01174290,58,-6.171875
6,NCT01567709,59,-6.1875
6,NCT04310397,60,-6.1953125
6,NCT01378481,61,-6.19921875
6,NCT01713972,62,-6.23046875
6,NCT00313560,63,-6.25
6,NCT02531906,64,-6.25390625
6,NCT01668719,65,-6.2578125
6,NCT03252028,66,-6.2578125
6,NCT00740805,67,-6.26171875
6,NCT04492891,68,-6.265625
6,NCT02394197,69,-6.27734375
6,NCT02778594,70,-6.3125
6,NCT00096395,71,-6.31640625
6,NCT01366144,72,-6.359375
6,NCT04530565,73,-6.3828125
6,NCT03724084,74,-6.42578125
6,NCT02772627,75,-6.4296875
6,NCT02691910,76,-6.4453125
6,NCT04558125,77,-6.4453125
6,NCT03900949,78,-6.44921875
6,NCT02530502,79,-6.44921875
6,NCT04220008,80,-6.45703125
6,NCT02097225,81,-6.4609375
6,NCT00514618,82,-6.47265625
6,NCT04546399,83,-6.4921875
6,NCT03091543,84,-6.53125
6,NCT00067808,85,-6.53125
6,NCT03094156,86,-6.55859375
6,NCT00131716,87,-6.5703125
6,NCT04244474,88,-6.671875
6,NCT03097211,89,-6.69140625
6,NCT00273676,90,-6.6953125
6,NCT04324112,91,-6.69921875
6,NCT04463524,92,-6.89453125
6,NCT03555474,93,-6.921875
6,NCT03145584,94,-6.9375
6,NCT03952741,95,-7.0546875
6,NCT03301584,96,-7.33203125
6,NCT02861456,97,-7.3359375
6,NCT02258763,98,-7.53125
6,NCT03338530,99,-7.80078125
6,NCT01678365,100,-8.1640625
7,NCT03910413,1,-0.4697265625
7,NCT03155282,2,-0.82568359375
7,NCT03520660,3,-1.275390625
7,NCT03791814,4,-1.431640625
7,NCT04155099,5,-1.486328125
7,NCT00001854,6,-1.4921875
7,NCT01185028,7,-1.78515625
7,NCT00001729,8,-2.025390625
7,NCT03837444,9,-2.09375
7,NCT00211848,10,-2.20703125
7,NCT03547895,11,-2.390625
7,NCT00179413,12,-2.40625
7,NCT01722578,13,-2.60546875
7,NCT02024347,14,-2.681640625
7,NCT02636647,15,-2.765625
7,NCT00039962,16,-2.771484375
7,NCT02717949,17,-2.865234375
7,NCT00211692,18,-2.900390625
7,NCT03114813,19,-2.91796875
7,NCT00493610,20,-2.921875
7,NCT03402334,21,-2.935546875
7,NCT02118012,22,-2.95703125
7,NCT04082780,23,-2.966796875
7,NCT03796598,24,-2.974609375
7,NCT00281502,25,-2.984375
7,NCT03152188,26,-3.0078125
7,NCT04675775,27,-3.0546875
7,NCT02215525,28,-3.056640625
7,NCT01441180,29,-3.09765625
7,NCT00290316,30,-3.2265625
7,NCT00164073,31,-3.25390625
7,NCT00188201,32,-3.296875
7,NCT00587197,33,-3.32421875
7,NCT00475176,34,-3.32421875
7,NCT01882855,35,-3.326171875
7,NCT02371408,36,-3.376953125
7,NCT03585257,37,-3.3828125
7,NCT00040027,38,-3.38671875
7,NCT00489385,39,-3.416015625
7,NCT02377141,40,-3.43359375
7,NCT02944643,41,-3.51171875
7,NCT01931826,42,-3.52734375
7,NCT02649335,43,-3.53515625
7,NCT00252642,44,-3.671875
7,NCT04044248,45,-3.85546875
7,NCT04055389,46,-3.857421875
7,NCT02446678,47,-3.857421875
7,NCT01288794,48,-3.9140625
7,NCT03776955,49,-3.931640625
7,NCT03748563,50,-3.9375
7,NCT03513887,51,-3.94140625
7,NCT02262728,52,-3.9609375
7,NCT00085917,53,-4.0546875
7,NCT00028093,54,-4.08203125
7,NCT03091738,55,-4.11328125
7,NCT03269877,56,-4.19140625
7,NCT00911131,57,-4.203125
7,NCT00586313,58,-4.23828125
7,NCT02349048,59,-4.34765625
7,NCT04273750,60,-4.41015625
7,NCT03420482,61,-4.421875
7,NCT01287702,62,-4.46875
7,NCT02821377,63,-4.4921875
7,NCT00312910,64,-4.51953125
7,NCT00023322,65,-4.5546875
7,NCT02107365,66,-4.58984375
7,NCT04365868,67,-4.59375
7,NCT02417740,68,-4.59765625
7,NCT03987893,69,-4.60546875
7,NCT02939807,70,-4.640625
7,NCT00965744,71,-4.640625
7,NCT02457637,72,-4.6484375
7,NCT01528878,73,-4.65625
7,NCT01495585,74,-4.76953125
7,NCT00326482,75,-4.80859375
7,NCT03778411,76,-4.8671875
7,NCT03142867,77,-4.8984375
7,NCT01701687,78,-4.92578125
7,NCT03641872,79,-4.93359375
7,NCT01846806,80,-4.98828125
7,NCT02086825,81,-5.01953125
7,NCT02066649,82,-5.0234375
7,NCT03513900,83,-5.0859375
7,NCT01827657,84,-5.09375
7,NCT04244877,85,-5.13671875
7,NCT02377947,86,-5.26953125
7,NCT01769040,87,-5.33984375
7,NCT01306058,88,-5.43359375
7,NCT02462967,89,-5.484375
7,NCT02470533,90,-5.5
7,NCT01002547,91,-5.515625
7,NCT04064957,92,-5.640625
7,NCT01409356,93,-5.6953125
7,NCT04436601,94,-5.75
7,NCT03306095,95,-5.84375
7,NCT02156232,96,-5.8515625
7,NCT00242502,97,-5.95703125
7,NCT01180959,98,-6.08203125
7,NCT02940496,99,-6.3671875
7,NCT01375569,100,-6.47265625
8,NCT02050347,1,-2.83984375
8,NCT01604031,2,-3.771484375
8,NCT00609869,3,-3.8125
8,NCT01853631,4,-3.88671875
8,NCT00751296,5,-4.21484375
8,NCT04008706,6,-4.5234375
8,NCT01722578,7,-4.68359375
8,NCT01760226,8,-4.6875
8,NCT01882855,9,-4.703125
8,NCT03742297,10,-4.8125
8,NCT01506050,11,-4.98046875
8,NCT01506037,12,-4.99609375
8,NCT03585257,13,-5.06640625
8,NCT01961843,14,-5.25
8,NCT00682994,15,-5.2734375
8,NCT00914056,16,-5.30859375
8,NCT00120978,17,-5.3671875
8,NCT00058812,18,-5.37109375
8,NCT01800604,19,-5.4140625
8,NCT02016248,20,-5.46875
8,NCT04155099,21,-5.51953125
8,NCT00953420,22,-5.58203125
8,NCT01945619,23,-5.65625
8,NCT03738254,24,-5.671875
8,NCT00478296,25,-5.7265625
8,NCT02474940,26,-5.7578125
8,NCT03796598,27,-5.8046875
8,NCT04568005,28,-5.828125
8,NCT02109952,29,-5.89453125
8,NCT01225679,30,-5.92578125
8,NCT01775501,31,-5.9453125
8,NCT01601262,32,-5.96875
8,NCT01952834,33,-5.98046875
8,NCT03264131,34,-6.0078125
8,NCT02666989,35,-6.01953125
8,NCT02146924,36,-6.05078125
8,NCT00290511,37,-6.15625
8,NCT02190695,38,-6.16015625
8,NCT03355404,39,-6.17578125
8,NCT01110447,40,-6.203125
8,NCT02069366,41,-6.2578125
8,NCT00467818,42,-6.28125
8,NCT00106691,43,-6.328125
8,NCT00042159,44,-6.33203125
8,NCT00686920,45,-6.4140625
8,NCT03573024,46,-6.41796875
8,NCT02653664,47,-6.4375
8,NCT01814527,48,-6.484375
8,NCT00244582,49,-6.5234375
8,NCT00863941,50,-6.52734375
8,NCT00593892,51,-6.546875
8,NCT02068118,52,-6.546875
8,NCT02411734,53,-6.5625
8,NCT00975546,54,-6.61328125
8,NCT03521583,55,-6.6171875
8,NCT00966498,56,-6.6171875
8,NCT01314352,57,-6.6328125
8,NCT00603447,58,-6.64453125
8,NCT00281502,59,-6.6484375
8,NCT03336203,60,-6.65625
8,NCT00215787,61,-6.66796875
8,NCT00775905,62,-6.67578125
8,NCT01370954,63,-6.6796875
8,NCT00775151,64,-6.6796875
8,NCT02088866,65,-6.6953125
8,NCT00723567,66,-6.6953125
8,NCT01314339,67,-6.69921875
8,NCT04851639,68,-6.7109375
8,NCT03008005,69,-6.7109375
8,NCT01553318,70,-6.72265625
8,NCT01369030,71,-6.734375
8,NCT01961219,72,-6.7734375
8,NCT01161979,73,-6.796875
8,NCT00006066,74,-6.80859375
8,NCT03876652,75,-6.8203125
8,NCT01161966,76,-6.83203125
8,NCT02156232,77,-6.84765625
8,NCT00306072,78,-6.85546875
8,NCT03152188,79,-6.859375
8,NCT01506791,80,-6.875
8,NCT00865462,81,-6.90625
8,NCT00865410,82,-6.9296875
8,NCT01700829,83,-6.94140625
8,NCT01223313,84,-6.94140625
8,NCT00865111,85,-7.01171875
