case_id,source,category,gold_nct,selected_doc,backbone,decision,parse_ok,latency_sec,answer_chars,missing_facts_n,unresolved_reqs_n,cross_trial_leak_n,gen_snippet
case_paraphrase_014,paraphrase_trec2021,cannot_determine,,NCT00843310,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.491,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, there are some aspects that align with the eligibility criteria for the study, but there are also unresolved requirem"
case_trec2022_042,trec2022,possible_match_insufficient_evidence,,NCT02638922,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,20.128,162,4,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, there are some aspects that align with the study criteria, but additional details are needed to make a final determin"
case_paraphrase_020,paraphrase_trec2022,consent_understanding,,NCT04530149,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,23.551,201,5,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, the study team will need to confirm several details before m"
case_trec2022_034,trec2022,possible_match_insufficient_evidence,,NCT00119704,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.158,172,1,4,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you may be eligible for the clinical trial, but there are some unresolved requirements and missing details that need "
case_trec2022_001,trec2022,possible_match_insufficient_evidence,,NCT00392756,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,15.133,120,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but further details need to be confirmed."",   ""supported_patient_facts"": [""Lo"
case_trec2022_046,trec2022,possible_match_insufficient_evidence,,NCT04822701,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,18.17,138,3,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but further details are needed to confirm your eligibility."",   ""supported_pa"
case_trec2021_019,trec2021,possible_match_insufficient_evidence,NCT00000531,NCT00487279,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,19.079,132,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_patient_"
case_trec2022_005,trec2022,possible_match_insufficient_evidence,,NCT04530149,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.931,119,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it does not seem like you meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_fact"
case_paraphrase_030,paraphrase_trec2022,consent_understanding,,NCT03829631,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,18.576,125,2,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""The study team may need to confirm your eligibility and discuss the details of the study with you before you can participate."",   ""supported_patient_facts"":"
case_trec2021_022,trec2021,possible_match_insufficient_evidence,NCT00172822,NCT03791229,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,23.278,242,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you may be a candidate for the clinical trial, but we need more information to confirm. Please provide your age "
case_trec2022_002,trec2022,possible_match_insufficient_evidence,,NCT01166412,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.34,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information to determine your eligibility for this clinical trial. Please provide the following: a Pap test result from the last 12 months, cer"
case_paraphrase_011,paraphrase_trec2021,explanation_request,,NCT00843310,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.201,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this clinical trial might be a good fit for you, but we need to gather more information to confirm. We'll n"
case_paraphrase_005,paraphrase_trec2021,consent_understanding,,NCT03902262,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.075,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need to confirm a few more details before we can discuss your potential participation in the study. We will need to review your medical history and confi"
case_trec2021_036,trec2021,possible_match_insufficient_evidence,NCT00005381,NCT03158805,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.41,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a good candidate for the clinical trial, but we need to gather more information to confirm. Pl"
case_trec2022_045,trec2022,possible_match_insufficient_evidence,,NCT00314431,meta-llama/Meta-Llama-3.1-8B-Instruct,unlikely_match,True,25.18,151,4,5,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this clinical trial may not be a good fit for you. However, we need to review some details to confirm."",   ""supported_patient_fac"
case_trec2022_031,trec2022,possible_match_insufficient_evidence,,NCT02789592,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,24.773,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may be a good candidate for the clinical trial, but we need more information to confirm. Please note th"
case_trec2021_008,trec2021,possible_match_insufficient_evidence,NCT00005579,NCT01604031,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,21.996,335,3,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information about your current health status and medical history to determine if you are eligible for this clinical trial. Please provide the f"
case_paraphrase_029,paraphrase_trec2022,cannot_determine,,NCT03829631,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,22.659,295,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""You may be a good candidate for this study, but we need more information about your condition and medical history to determine if you qualify. Please provid"
case_trec2021_059,trec2021,possible_match_insufficient_evidence,NCT00001909,NCT00819676,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.007,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be a candidate for the clinical trial, but we need more information to confirm. Please provide the res"
case_01,handcrafted,possible_match_insufficient_evidence,,NCT00543023,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,24.791,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information to determine if you are eligible for this study. Please provide the following:      - The results of your lumbar spine and femoral "
case_13,handcrafted,consent_understanding,,NCT01710072,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,22.087,274,5,4,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need to check some information from your medical records before we can proceed. Please be prepared to provide details about your medical history, especia"
case_trec2021_014,trec2021,possible_match_insufficient_evidence,NCT00037973,NCT01892579,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.301,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may be a good candidate for this clinical trial, but we need more information to confirm. Please provid"
case_trec2021_065,trec2021,possible_match_insufficient_evidence,NCT00005754,NCT00419562,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.309,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be eligible for the clinical trial, but we need more information to confirm. Please provide the result"
case_14,handcrafted,teachback_style,,NCT00816998,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,24.798,0,0,0,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this study may be a good fit for you if you have a broken wrist, specifically a distal radius fracture, and are scheduled for surge"
case_trec2021_033,trec2021,possible_match_insufficient_evidence,NCT00006146,NCT00922233,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.063,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you may be eligible for the study, but we need more information to confirm. Please note that we cannot confirm y"
case_trec2021_012,trec2021,possible_match_insufficient_evidence,NCT00001314,NCT03975998,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,24.97,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you may be a good candidate for this clinical trial, but we need to clarify a few things before we can confirm. "
case_04,handcrafted,cannot_determine,,NCT00800644,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,21.435,422,3,5,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information about your medical history and current health to determine if you're eligible for this study. We'll need to know if you have a hist"
case_05,handcrafted,possible_match_insufficient_evidence,,NCT02584972,meta-llama/Meta-Llama-3.1-8B-Instruct,unlikely_match,True,21.517,453,2,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this study may not be a good fit for you. The study is looking for children with Autism Spectrum Disorder (ASD) between the ages "
case_paraphrase_015,paraphrase_trec2021,consent_understanding,,NCT00843310,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.307,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need to review your medical history and current condition to determine if you're a good fit for this study. We'll discuss the details with you and answer"
case_12,handcrafted,consent_understanding,,NCT04471363,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,19.748,81,5,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information from you to determine if you're eligible for this study."",   ""supported_patient_facts"": [     ""You are at least 18 years old"",     "
