instance_id,trial_id,gold_label,gold_class,pred_decision,pred_class,parse_ok,gen_snippet
nli4pr_test_1302,NCT01020331,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for this clinical trial, but we need more details to confirm. Please let us know if you have taken any medications recently, including Exserv"
nli4pr_test_602,NCT04704141,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. Based on what you've told me, you seem to fit well with the general criteria for this study, but there are some areas where we need more information."",   ""supported_patient_facts"":"
nli4pr_test_1027,NCT00313066,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health information. Based on what you've told me, you seem to fit well into the trial's criteria for having a pleural effusion. However, we need more information to confirm if you can parti"
nli4pr_test_782,NCT00157105,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for this trial, but we need more details to confirm your eligibility. Please provide additional information about your medical "
nli4pr_test_344,NCT02334774,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some of the criteria for the trial, but we need more details to confirm your eligibility."",   ""supported_patient_facts"": [""you are a 40-year-old female"", ""you ha"
nli4pr_test_1125,NCT04393584,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, we need more details to determine if you can participate in this clinical trial. We have some matching criteria, but there are some missing facts and unresolved requirements."", "
nli4pr_test_1342,NCT04764552,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your symptoms and medical history. We need to check a few more details before we can decide if you can join our study."",   ""supported_patient_facts"": [     ""Self-reported joint pain with a minim"
nli4pr_test_173,NCT00001412,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your test results, you seem to be in a range where testosterone levels are lower than usual for your age, which might be concerning. However, we need more information to fully understand if you qualify for t"
nli4pr_test_998,NCT04679129,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your case seems to fit well with the general age and health criteria for this trial, but we need more information about your medical history and some specific details."",   ""supported_patient_facts"": [""you are 19 year"
nli4pr_test_380,NCT03245827,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your test results, you seem to fit one of the groups we're looking for, but we need more information to confirm if you can join our study. Please let us know if you've been taking any medications or suppleme"
nli4pr_test_628,NCT00041977,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. We need to check a few things to confirm your eligibility for the study."",   ""supported_patient_facts"": [     ""you are 41 years old"",     ""you have an IUD for birth control""   ],  "
nli4pr_test_989,NCT02696122,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit well with the age and general health criteria for this study. However, we need more details about your current health status, such as your cholesterol levels an"
nli4pr_test_629,NCT04204512,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some of the criteria for the trial, but we need more details to confirm your eligibility."",   ""supported_patient_facts"": [""you are 61 years old"", ""you experience"
nli4pr_test_706,NCT00842244,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""It seems like you might be eligible for the trial, but we need more information to confirm. Can you tell us if you have any history of stomach cancer or if you've received chemotherapy for it?"",   ""supported_patient_"
nli4pr_test_141,NCT04049331,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your test results and the information you provided, you seem to fit some of the criteria for the trial, but we need more information to fully determine if you can join. Please let us know if you have any add"
nli4pr_test_1271,NCT02386436,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some parts of the study criteria, but we need more details to fully determine your eligibility. Please let us know if you have any further medical records or if "
nli4pr_test_239,NCT04054687,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your symptoms and test results suggest you might be eligible for the trial, but we need more information to confirm. Please let us know if you have any recent nasal or sinus surgeries, if you're pregnant, or if you'v"
nli4pr_test_1058,NCT01461369,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. We need more information to decide if you can participate in this study."",   ""supported_patient_facts"": [     ""you are 47 years old"",     ""you have osteoarthritis""   ],   ""m"
nli4pr_test_162,NCT03590899,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health information. We need more details about your eyes and vision to decide if you can join our study."",   ""supported_patient_facts"": [""you are 20 years old"", ""you work as a driver"", ""you"
nli4pr_test_988,NCT00955422,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. Based on the information you've provided, you seem to fit well into the criteria for this study, but there are some details we need to confirm before we can fully enroll you."",  "
nli4pr_test_1426,NCT03240926,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your medical history. We need more information to decide if you can join our study. Please let us know if you have any tattoos over your radial artery, burns or heavy scarring on your wrist, fra"
nli4pr_test_1047,NCT02631538,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some key criteria for this clinical trial, but we need more details to confirm your eligibility. Please let us know if you have any additional information or if"
nli4pr_test_1278,NCT03547661,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some criteria for the trial, but we need more details to confirm your eligibility. For example, we need to know if you have moderate to severe PMS and if your me"
nli4pr_test_1491,NCT01718067,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation seems to align with some of the criteria for this trial, but there are some details we need to confirm before we can decide if you're eligible."",   ""supported_patient_facts"": [""you are a 30-year-old co"
nli4pr_test_220,NCT02718677,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for the trial, but we need more details to confirm your eligibility. Please provide additional information about your medical h"
nli4pr_test_1441,NCT03812367,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Hello! You seem to fit the basic age requirement for this trial. However, we need more information about your medical history and current health status to fully determine if you can participate."",   ""supported_patien"
nli4pr_test_438,NCT03710889,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the inclusion criteria for the study, but there are some details we need to confirm before we can enroll you. We'll check your medical records and imag"
nli4pr_test_383,NCT02272218,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. Based on what you've told me, we need more information to decide if you can participate in this study. Please let us know about your medical history and any other factors th"
nli4pr_test_298,NCT01350505,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well within the age range for the trial, but we need more details about your health status and vision tests to make a final decision."",   ""supported_patient_fact"
nli4pr_test_247,NCT02930941,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your symptoms and test results suggest you might be eligible for this trial, but we need more information to confirm."",   ""supported_patient_facts"": [""you have a history of heavy periods"", ""you had a non-stop noseble"
nli4pr_test_1026,NCT03914716,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your medical history and current condition seem to fit some parts of the study's requirements, but we need more information to fully decide if you can join the trial. Please let us know about any other details that m"
nli4pr_test_1191,NCT03023592,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the inclusion criteria for this trial, especially having a diagnosis of Sjogren's syndrome. However, we need more details about your medical history an"
nli4pr_test_1244,NCT01533129,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your information, you seem to fit some parts of the study's criteria, but we need more details to make sure you're eligible."",   ""supported_patient_facts"": [""you are male"", ""your testes volume is 1-2 ml"", ""y"
nli4pr_test_261,NCT03659864,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some parts of the eligibility criteria, but we need more details to confirm if you can join this trial. For example, we need to know if your heart size is abnor"
nli4pr_test_513,NCT01688349,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit the general profile for this clinical trial, but we need more details to confirm your eligibility."",   ""supported_patient_facts"": [     ""you have endogenous Cush"
nli4pr_test_332,NCT04770467,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the criteria for this clinical trial, but we need more details to confirm your eligibility. Please let us know if you have any additional medical histor"
nli4pr_test_887,NCT03177434,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your baby seems to have some issues with his bowels, which is why we're asking questions about him joining this study. We need more information to decide if he can join."",   ""supported_patient_facts"": [""Your baby is "
nli4pr_test_468,NCT02269761,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health information. We need more details to decide if you can participate in our trial. Please let us know if you have any additional information."",   ""supported_patient_facts"": [     ""Pres"
nli4pr_test_973,NCT03127514,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the trial, but we need more details to confirm. Please let us know your full medical history and any ongoing treatments."",   ""supported_p"
nli4pr_test_535,NCT00966264,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. We need more information to decide if you can join our study. Please let us know if you have any other health conditions or if you've had any surgeries."",   ""supported_patient_fa"
nli4pr_test_1230,NCT01848015,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""It seems like you might be eligible for the trial, but we need more information to confirm. Please let us know if you're willing to participate."",   ""supported_patient_facts"": [""Age 63"", ""Stomach cancer confirmed by "
nli4pr_test_339,NCT00886197,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some of the criteria for the trial, but we need more details to confirm your eligibility. Please let us know if you have any additional medical records or if the"
nli4pr_test_551,NCT00379184,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. We need more information to decide if you can join our study."",   ""supported_patient_facts"": [""you have osteoarthritis in your knee"", ""you have been diagnosed with osteoarth"
nli4pr_test_432,NCT04731493,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your information. We need to confirm a few details before we can decide if you're eligible for the trial."",   ""supported_patient_facts"": [""you have Marfan syndrome"", ""you are 20 years old"", ""you"
nli4pr_test_1164,NCT03003572,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. We need more information to decide if you can join our study."",   ""supported_patient_facts"": [     ""you have been diagnosed with Sjogren's disease"",     ""you have joint pain from t"
nli4pr_test_904,NCT00895752,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son seems to meet some of the criteria for this clinical trial, but we need more information to confirm if he can participate."",   ""supported_patient_facts"": [""confirmed molecular diagnosis of Fragile X Syndrome"
nli4pr_test_49,NCT01446042,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your information, you seem to meet some of the eligibility criteria for the study, but we need more details to confirm if you can participate. Please let us know about your medical history and any ongoing tr"
nli4pr_test_244,NCT01360684,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some parts of the study's criteria, but we need more details to fully understand if you can join the trial. Please let us know if you have any additional informa"
nli4pr_test_532,NCT04611997,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""It seems like you might be eligible for this clinical trial, but we need more information to confirm. Please let us know if you have any of the following details: your current health condition, any surgeries you've h"
nli4pr_test_354,NCT01925482,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your medical details. Based on what you've told me, it seems like you might be a good candidate for our trial, but we need to check a few more things before we can decide."",   ""supported_patient"
