query_id,doc_id,rank_bm25,score_bm25
1,NCT00006450,106,266.6327366539439
1,NCT02453321,107,266.4515029263641
1,NCT04076878,108,266.39133754857113
1,NCT00108069,109,266.3178550322277
1,NCT00093613,110,266.2677394679629
1,NCT00564135,111,266.18237076405063
1,NCT01269411,112,266.16549972569453
1,NCT00720564,113,266.10036525990694
1,NCT01254903,114,266.07063838805556
1,NCT00687765,115,266.0440783698032
1,NCT02099487,116,265.96926209978807
1,NCT03068520,117,265.8407756131318
1,NCT00790231,118,265.768220815287
1,NCT01220362,119,265.7656210184431
1,NCT00354068,120,265.6644860675798
1,NCT03149575,121,265.62450975649483
1,NCT01266031,122,265.5734433395836
1,NCT04105374,123,265.55892747231184
1,NCT03450850,124,265.54776384907746
1,NCT00505635,125,265.5099768173694
1,NCT00481689,126,265.3508852540398
1,NCT00002569,127,265.1397160635871
1,NCT00062504,128,264.98339223458953
1,NCT03213002,129,264.9110820431069
1,NCT00424554,130,264.8016191603847
1,NCT00004068,131,264.7966510776949
1,NCT00679354,132,264.6778516884211
1,NCT00393094,133,264.6030452022818
1,NCT02458339,134,264.596482789262
1,NCT00157703,135,264.5394543232622
1,NCT04105296,136,264.2800137662653
1,NCT00362570,137,264.1519592884468
1,NCT02423525,138,264.11605927167057
1,NCT00006080,139,264.03908371963973
1,NCT04686630,140,263.86695170069123
1,NCT00352313,141,263.7834544411385
1,NCT00112736,142,263.7523851442912
1,NCT01331291,143,263.6907495453262
1,NCT00004147,144,263.6650903905214
1,NCT04064957,145,263.5742787113184
1,NCT03665545,146,263.570390642588
1,NCT03948386,147,263.5288249836193
1,NCT02713269,148,263.50821842006536
1,NCT02192359,149,263.4668582153611
1,NCT02967575,150,263.4198899160345
1,NCT04645082,151,263.39957606374463
1,NCT00044109,152,263.38329226332957
1,NCT03262636,153,263.0572555331514
1,NCT00006024,154,262.9806174520006
1,NCT00923117,155,262.95716922927477
1,NCT00271609,156,262.9561030119751
1,NCT00074646,157,262.84507522574876
1,NCT00276640,158,262.81902324375216
1,NCT01339039,159,262.78229324903646
1,NCT03332355,160,262.687653109607
1,NCT00253487,161,262.5990555236606
1,NCT01445119,162,262.5083700423236
1,NCT00510640,163,262.4657239102086
1,NCT02101905,164,262.4646171811103
1,NCT00039364,165,262.42323072135696
1,NCT04396717,166,262.41196203979615
1,NCT03174782,167,262.3810121502404
1,NCT01479686,168,262.3383180443398
1,NCT01205204,169,262.29277497541284
1,NCT02507232,170,262.21854441942224
1,NCT00108056,171,262.1950558166159
1,NCT00565721,172,262.0973830300097
1,NCT00004868,173,262.07177507868744
1,NCT03345576,174,262.0441491535287
1,NCT00256425,175,262.02124892824594
1,NCT00003375,176,261.913299272502
1,NCT01188096,177,261.8303463969635
1,NCT00012038,178,261.81159096829697
1,NCT04139161,179,261.78288994099654
1,NCT01140568,180,261.721399289394
1,NCT03012776,181,261.7026077369027
1,NCT00003775,182,261.5709124281644
1,NCT03596086,183,261.555218455806
1,NCT00124657,184,261.513498593677
1,NCT01952886,185,261.4829412166981
1,NCT01931605,186,261.46024308292914
1,NCT03747185,187,261.3912954651277
1,NCT04635930,188,261.38942127158856
1,NCT00473408,189,261.36657247552216
1,NCT00392886,190,261.1453027856362
1,NCT00003273,191,261.0028437034048
1,NCT01920191,192,260.96133624519723
1,NCT00804154,193,260.95612247799363
1,NCT00995007,194,260.92474005734124
1,NCT02576665,195,260.88564696981916
1,NCT02899858,196,260.7432286364802
1,NCT01969773,197,260.55905189688866
1,NCT01393912,198,260.31517998624827
1,NCT00078988,199,260.307563583111
1,NCT00431561,200,260.25278770396295
1,NCT01316809,201,260.07164290252217
1,NCT01238237,202,260.05115118623223
1,NCT04609735,203,260.03365480876613
1,NCT02761265,204,259.8432325535981
1,NCT00004017,205,259.7787918099758
1,NCT01654497,206,259.672535285236
1,NCT01257594,207,259.62525084729293
1,NCT02014844,208,259.58131844893626
1,NCT03511053,209,259.5116512324735
1,NCT03509558,210,259.4514325191234
1,NCT01456377,211,259.2915912988788
1,NCT01326923,212,259.15713564627964
1,NCT01052363,213,259.0340850349437
1,NCT00890786,214,259.00218988607514
1,NCT01239823,215,258.89476485379066
1,NCT00010049,216,258.8762183188363
1,NCT01520870,217,258.8505908904885
1,NCT00876499,218,258.7346871910067
1,NCT04298775,219,258.6677920970722
1,NCT00303849,220,258.53872442106405
1,NCT04193995,221,258.5314315162128
1,NCT00369590,222,258.5074519044046
1,NCT01730716,223,258.4223611948711
1,NCT00591058,224,258.415533261357
1,NCT03727841,225,258.38950578304474
1,NCT01280903,226,258.2525531909954
1,NCT01905228,227,258.2018506526275
1,NCT00574964,228,258.14659245429544
1,NCT04541082,229,258.1429628306509
1,NCT02464761,230,258.13596733562616
1,NCT04241250,231,258.08273202854656
1,NCT04392518,232,258.06544480700177
1,NCT00602667,233,258.05041246634215
1,NCT04689321,234,257.9828511070954
1,NCT01103375,235,257.8964046648239
1,NCT00004080,236,257.8692534027574
1,NCT04747925,237,257.8575677156963
1,NCT01701388,238,257.85743094751183
1,NCT00527761,239,257.8318182007499
1,NCT01999270,240,257.8230188930831
1,NCT03434262,241,257.75148105061703
1,NCT00631137,242,257.7223198656647
1,NCT03023696,243,257.71040956099705
1,NCT04254419,244,257.6568070879004
1,NCT03381677,245,257.6537399772431
1,NCT00276783,246,257.64107314699754
1,NCT00003842,247,257.59313194959594
1,NCT02871843,248,257.5365026274534
1,NCT01738113,249,257.45072733929027
1,NCT03849430,250,257.4246509882085
1,NCT03597451,251,257.32566823410957
1,NCT02986178,252,257.3157922596069
1,NCT02461095,253,257.2709919041689
1,NCT04480528,254,257.2537833235709
1,NCT04532775,255,257.2354772763621
1,NCT04173923,256,257.1259146078642
1,NCT00275002,257,257.07626865382315
1,NCT00301418,258,256.9872097549836
1,NCT01236560,259,256.97732023521985
1,NCT04747483,260,256.9381914109923
1,NCT00003574,261,256.7583416240679
1,NCT02599090,262,256.6268784506397
1,NCT02314221,263,256.6013646441679
1,NCT02167633,264,256.581534086348
1,NCT01784393,265,256.51631477311133
1,NCT00734526,266,256.50863512342903
1,NCT01096368,267,256.3919695412138
1,NCT04222777,268,256.37606098722716
1,NCT03154996,269,256.3003209162567
1,NCT01812460,270,256.26511383263687
1,NCT03141372,271,256.24258698717335
1,NCT02414373,272,256.20151654205586
1,NCT01295944,273,256.17303591208946
1,NCT00047281,274,256.12115724597766
1,NCT00038441,275,256.1200291930232
1,NCT00978458,276,256.0408207715882
1,NCT01733290,277,256.0359491539942
1,NCT04387864,278,256.0327722056947
1,NCT00766753,279,256.0226780680814
1,NCT00285649,280,255.99585193792436
1,NCT01235845,281,255.98187613508603
1,NCT02717962,282,255.92748622374572
1,NCT04118426,283,255.8544999820839
1,NCT01711580,284,255.83890888984232
1,NCT00048880,285,255.75256857027927
1,NCT04691960,286,255.72468272683838
1,NCT00887146,287,255.68220338321782
1,NCT01534845,288,255.65821627567607
1,NCT01386710,289,255.62394414469122
1,NCT00085540,290,255.59674263802242
1,NCT01014767,291,255.47698996082227
1,NCT00064363,292,255.46873171489855
1,NCT03924232,293,255.4682552949437
1,NCT02342782,294,255.44892736916026
1,NCT02618278,295,255.40415460837664
1,NCT04535596,296,255.3806816170596
1,NCT01717651,297,255.31631977606233
1,NCT03562975,298,255.229867085505
1,NCT00278278,299,255.22460956054456
1,NCT00643591,300,255.18792993248286
1,NCT02052778,301,255.1830557637944
1,NCT00578864,302,255.1290707681035
1,NCT00085254,303,255.11361501483162
1,NCT03053791,304,255.0941476302915
1,NCT02480036,305,255.0886857439681
1,NCT01348451,306,255.07665280646276
1,NCT01682187,307,255.06355208243326
1,NCT00629187,308,255.01098500179134
1,NCT04061499,309,255.00613876183397
1,NCT03243461,310,255.00509696369662
1,NCT01251913,311,255.00294538026094
1,NCT00082017,312,254.97433223968267
1,NCT03904628,313,254.94963239644676
1,NCT03444688,314,254.9294364798367
1,NCT03364075,315,254.91735754403692
1,NCT02467023,316,254.89737758893028
1,NCT00667394,317,254.85962910689156
1,NCT04704154,318,254.77439956119207
1,NCT02566616,319,254.73433294670605
1,NCT00970996,320,254.65219917175966
1,NCT04359069,321,254.59240011295998
1,NCT03008564,322,254.48452484603507
1,NCT02681705,323,254.47267790938443
1,NCT01738139,324,254.36132356666266
1,NCT01734512,325,254.34698502197122
1,NCT01913782,326,254.34320031379625
1,NCT04574700,327,254.29827855512139
1,NCT00124046,328,254.25217683108502
1,NCT03376490,329,254.24905443663476
1,NCT03470766,330,254.21713944471531
1,NCT03944005,331,254.19141164566673
1,NCT03647631,332,254.18438408379373
1,NCT01462695,333,254.14080630356062
1,NCT00019071,334,254.1359077081239
1,NCT00830596,335,254.0982110206598
1,NCT01189240,336,254.08021504927382
1,NCT01032200,337,254.07574181748583
1,NCT04171375,338,254.04454384983376
1,NCT02622620,339,254.0299815365207
1,NCT00003141,340,254.0096340056066
1,NCT03416530,341,253.9978694391684
1,NCT01561755,342,253.9750195152901
1,NCT01020292,343,253.94903122880928
1,NCT02321163,344,253.91348249635436
1,NCT03725982,345,253.82386441941523
1,NCT00079092,346,253.76347457581068
1,NCT04043715,347,253.6757971628413
1,NCT04581239,348,253.67547931063868
1,NCT01826058,349,253.64399773760735
1,NCT03295396,350,253.62470838790398
1,NCT03291314,351,253.62285607508133
1,NCT01737671,352,253.5275952254527
1,NCT03572855,353,253.5098677386094
1,NCT02428881,354,253.4914124141756
1,NCT03370926,355,253.48660290674147
1,NCT00883688,356,253.48154633094902
1,NCT00508443,357,253.47661801143545
1,NCT01089101,358,253.43722436489543
1,NCT01771159,359,253.42555317639028
1,NCT00095940,360,253.41250693951304
1,NCT03044821,361,253.41065389989643
1,NCT00895960,362,253.4028142028848
1,NCT03044106,363,253.32648233894736
1,NCT00031590,364,253.3133285776351
1,NCT03197506,365,253.27882818421313
1,NCT01594853,366,253.26470067122233
1,NCT02660073,367,253.2276989325648
1,NCT00114608,368,253.21861378700754
1,NCT01172964,369,253.1547196810561
1,NCT01271530,370,253.11066126026358
1,NCT00115739,371,253.04347286231672
1,NCT02003937,372,252.99378846250102
1,NCT02598427,373,252.9880725458781
1,NCT03971734,374,252.97978243918732
1,NCT04833621,375,252.9693187707664
1,NCT01505868,376,252.9689019355419
1,NCT00352495,377,252.87959774323753
1,NCT02149225,378,252.75453781845076
1,NCT04140916,379,252.7092231745038
1,NCT03128047,380,252.65524212520384
1,NCT00270309,381,252.61911974005096
1,NCT04447950,382,252.55430778125066
1,NCT00504686,383,252.5523478090941
1,NCT01201499,384,252.53454938345845
1,NCT01285778,385,252.51252031666442
1,NCT02272270,386,252.50879304034578
1,NCT04782609,387,252.420070169181
1,NCT00005859,388,252.3640155993801
1,NCT00766467,389,252.1861841733398
1,NCT01781403,390,252.181267566848
1,NCT01409174,391,252.12971842304682
1,NCT00335556,392,252.10606564597862
1,NCT00555399,393,252.06977534259508
1,NCT03990038,394,252.06130982510595
1,NCT01012609,395,252.03967391810409
1,NCT00810576,396,252.03030273845982
1,NCT00553748,397,252.02125708219853
1,NCT02661282,398,252.01127628020245
1,NCT04699513,399,252.00190809548263
1,NCT03389802,400,252.00090339062368
1,NCT00045708,401,251.99465823443518
1,NCT00553150,402,251.98499231222473
1,NCT00223795,403,251.92168540985068
1,NCT04187092,404,251.85410942642477
1,NCT03667573,405,251.83762388538744
1,NCT00627497,406,251.74918724094184
1,NCT00879437,407,251.73798204376257
1,NCT03087565,408,251.72388396585083
1,NCT03011671,409,251.69867512802352
1,NCT00007982,410,251.6969609691953
1,NCT02858895,411,251.49834646465882
1,NCT00262730,412,251.4905172365201
1,NCT03696836,413,251.48477185652564
1,NCT03989752,414,251.47862917521547
1,NCT00590681,415,251.46276030700892
1,NCT04819672,416,251.41698647073295
1,NCT01240590,417,251.40909009839868
1,NCT04458753,418,251.37769570190582
1,NCT01269853,419,251.36133465337616
1,NCT03056144,420,251.3289491347638
1,NCT00254592,421,251.28693111774825
1,NCT03373773,422,251.26632145787275
1,NCT04657354,423,251.26584627039836
1,NCT01622764,424,251.24636707026565
1,NCT04115202,425,251.1885356421033
1,NCT03869242,426,251.16814001081275
1,NCT03763383,427,251.12243368806406
1,NCT01249105,428,250.97904664318287
1,NCT04482933,429,250.93062612784055
1,NCT03638830,430,250.9189903021942
1,NCT04441164,431,250.91100113014204
1,NCT01799499,432,250.90060158656058
1,NCT00006474,433,250.8481329217132
1,NCT03070431,434,250.84458351114816
1,NCT01644773,435,250.8427227196677
1,NCT00006093,436,250.83088792949252
1,NCT00897611,437,250.8294385531032
1,NCT03233152,438,250.80629688640335
1,NCT02968940,439,250.80179932787024
1,NCT04000373,440,250.7880157539545
1,NCT00826241,441,250.75407821385434
1,NCT00795665,442,250.74021139443698
1,NCT03593993,443,250.7308999052677
1,NCT01413100,444,250.66532284289497
1,NCT04280939,445,250.65658176238674
1,NCT01932983,446,250.6108613521593
1,NCT02278744,447,250.60730433642675
1,NCT04214535,448,250.57237190044634
1,NCT03046160,449,250.56737847833128
1,NCT00509431,450,250.56578960037302
1,NCT00425503,451,250.55373446455025
1,NCT03649919,452,250.53069166637104
1,NCT02730598,453,250.5099769346844
1,NCT03291119,454,250.4860008270731
1,NCT01503528,455,250.41379346817885
1,NCT01836549,456,250.3956264130027
1,NCT03018288,457,250.33402735056814
1,NCT00734864,458,250.29572827639313
1,NCT03156036,459,250.29264490050778
1,NCT03118271,460,250.28944362384817
1,NCT03672214,461,250.23393367618218
1,NCT00003185,462,250.22426908443603
1,NCT00561652,463,250.19610404833674
1,NCT00870779,464,250.17945996545404
1,NCT00767559,465,250.16759353656218
1,NCT01847235,466,250.15361263569937
1,NCT01889498,467,250.09091325159451
1,NCT01290562,468,250.06826022817026
1,NCT00858741,469,250.05906921870107
1,NCT00613093,470,250.05326117079872
1,NCT00936052,471,249.9973338076923
1,NCT02708953,472,249.91196778314094
1,NCT02527304,473,249.8113380124521
1,NCT00003409,474,249.77134632446376
1,NCT04322318,475,249.7645697798094
1,NCT01073683,476,249.7441309967171
1,NCT02753101,477,249.7239586176283
1,NCT03479931,478,249.7156529195512
1,NCT00256243,479,249.68843428917148
1,NCT03181100,480,249.66035394778265
1,NCT03118284,481,249.5997128374566
1,NCT03763422,482,249.58881804935882
1,NCT00115440,483,249.58429469427458
1,NCT00751270,484,249.55190414354212
1,NCT01004874,485,249.51709650264988
1,NCT03641443,486,249.44512759146878
1,NCT03747718,487,249.4378607441881
1,NCT00001364,488,249.42202551068152
1,NCT02202044,489,249.41627082056056
1,NCT02333617,490,249.4055759050909
1,NCT04092959,491,249.3572165079531
1,NCT01747993,492,249.30418541028197
1,NCT01478321,493,249.267201695566
1,NCT02668770,494,249.2533580144012
1,NCT01519349,495,249.24553625474897
1,NCT00573989,496,249.24294738587182
1,NCT01746238,497,249.23186278255176
1,NCT00752518,498,249.18715687054413
1,NCT03127293,499,249.1653399536864
1,NCT00512460,500,249.16480536006137
1,NCT00378235,501,249.12035503105588
1,NCT02112591,502,249.1095940650368
1,NCT00172081,503,249.10913239905926
1,NCT01022918,504,249.0916897522986
1,NCT02906800,505,249.07205852177105
1,NCT02289144,506,249.0506745196975
1,NCT03843814,507,249.0195229260867
1,NCT03349333,508,249.01868462833468
1,NCT04516434,509,249.01714782154437
1,NCT01222754,510,248.95031458430955
1,NCT04535765,511,248.94345508538606
1,NCT00869401,512,248.9065196205741
1,NCT04099797,513,248.90353443619247
1,NCT03387228,514,248.88198606340637
1,NCT03573726,515,248.82239228258987
1,NCT03586882,516,248.78586919818568
1,NCT03412708,517,248.7231495416764
1,NCT01571674,518,248.60585093574488
1,NCT02155920,519,248.60120772559756
1,NCT01342068,520,248.55633782764744
1,NCT00128869,521,248.55168267799837
1,NCT02800486,522,248.52579737799346
1,NCT02411890,523,248.52421914651606
1,NCT01961557,524,248.51905830653394
1,NCT00238264,525,248.50767861222909
1,NCT00553462,526,248.50578387657885
1,NCT01803295,527,248.4829316014559
1,NCT00528684,528,248.45066022118826
1,NCT04065776,529,248.4486921377203
1,NCT01811992,530,248.43079500523731
1,NCT00005855,531,248.34002131486636
1,NCT04690998,532,248.30093392284616
1,NCT00319124,533,248.28784869558413
1,NCT04759911,534,248.24877835062048
1,NCT03728387,535,248.2446594582293
1,NCT02689609,536,248.19905954153546
1,NCT00597402,537,248.19305886011344
1,NCT04673123,538,248.18742651624547
1,NCT03357614,539,248.17029183476524
1,NCT04481022,540,248.14803921754552
1,NCT04632290,541,248.12455049685195
1,NCT02435485,542,248.11673836290038
1,NCT00480584,543,248.11039554046513
1,NCT04859127,544,248.0285260454654
1,NCT03145584,545,248.0210759199936
1,NCT00986180,546,248.01952978174816
1,NCT02400034,547,248.01222513580058
1,NCT00346801,548,248.0100358030154
1,NCT00172172,549,247.9615450619542
1,NCT04351035,550,247.9387671982045
1,NCT02992912,551,247.93262614499636
1,NCT00999622,552,247.92703500046323
1,NCT00456378,553,247.92602964533026
1,NCT00049387,554,247.92520136766146
1,NCT04546217,555,247.91680251358767
1,NCT00629447,556,247.9085820917366
1,NCT00002824,557,247.90851850872153
1,NCT01671384,558,247.89815674311785
1,NCT00011414,559,247.8891486549175
1,NCT03979209,560,247.87729262771845
1,NCT01812603,561,247.8009713209158
1,NCT03619200,562,247.7978300180662
1,NCT03486431,563,247.79179274169144
1,NCT02572453,564,247.75148833481467
1,NCT01055314,565,247.75102905772468
1,NCT01994590,566,247.73821252295443
1,NCT03404362,567,247.71278755362704
1,NCT04086667,568,247.71198994746504
1,NCT04224584,569,247.69238620854648
1,NCT04182698,570,247.65451793325838
1,NCT01800799,571,247.63890925124537
1,NCT02212574,572,247.63715025044232
1,NCT04570943,573,247.6354414232426
1,NCT03211117,574,247.61378381215394
1,NCT00636805,575,247.59196007059055
1,NCT04273893,576,247.5805432286195
1,NCT04631614,577,247.56896930554282
1,NCT04047992,578,247.56878783497507
1,NCT04363164,579,247.56298866001828
1,NCT00001417,580,247.5567855180403
1,NCT02582853,581,247.5564762234238
1,NCT00106665,582,247.5362940720056
1,NCT02145286,583,247.5248561602101
1,NCT02597673,584,247.52229116022144
1,NCT01812616,585,247.5050502601482
1,NCT03047473,586,247.48314372776474
1,NCT02847559,587,247.47977811162656
1,NCT04295759,588,247.46296397404862
1,NCT04171622,589,247.4585087317377
1,NCT01553149,590,247.45750024617737
1,NCT02604186,591,247.4512342572511
1,NCT04611451,592,247.4410745442124
1,NCT04743999,593,247.3877634859894
1,NCT00045565,594,247.37031445998338
1,NCT04529369,595,247.36873507027144
1,NCT02658656,596,247.36684381767512
1,NCT04594837,597,247.34635392822642
1,NCT02822924,598,247.34398542825653
1,NCT03862287,599,247.34028346781716
1,NCT02497781,600,247.3353951629529
1,NCT03874273,601,247.33224569350193
1,NCT01236547,602,247.31390399371963
1,NCT02609009,603,247.2977178680282
1,NCT00492817,604,247.1991308384799
1,NCT01104987,605,247.18637206820392
1,NCT02731014,606,247.18213854599975
1,NCT04366037,607,247.119721455063
1,NCT02974062,608,247.10851681632641
1,NCT04178980,609,247.0972446179665
1,NCT03181477,610,247.05668752632295
1,NCT00226590,611,247.03671621273554
1,NCT03100266,612,246.9844167811097
1,NCT00005637,613,246.94148303666233
1,NCT04261543,614,246.93836958252362
1,NCT04599985,615,246.91001833312404
1,NCT01591577,616,246.8993979547309
1,NCT03402282,617,246.83938182303368
1,NCT01403610,618,246.82825775743444
1,NCT01288235,619,246.82764541977505
1,NCT02340910,620,246.82045981421544
1,NCT03883165,621,246.77457392415698
1,NCT00058123,622,246.764585238835
1,NCT04408118,623,246.74156943986918
1,NCT03695848,624,246.73182097389176
1,NCT04157400,625,246.70705355870464
1,NCT04461145,626,246.70378948219553
1,NCT03913052,627,246.7034665945298
1,NCT04058171,628,246.70118921292584
1,NCT04675710,629,246.68236465112227
1,NCT00557115,630,246.6409507011523
1,NCT00290433,631,246.621229017408
1,NCT04576117,632,246.61433496651034
1,NCT03076840,633,246.6097726960753
1,NCT00074607,634,246.60549253385432
1,NCT03326557,635,246.58000171596484
1,NCT04135807,636,246.56859694754263
1,NCT00637312,637,246.56099403644606
1,NCT00003535,638,246.55513035528313
1,NCT04751149,639,246.5524500423409
1,NCT00334100,640,246.5336100355905
1,NCT03732482,641,246.52630537691655
1,NCT01237249,642,246.48634798359285
1,NCT03388983,643,246.38964143305122
1,NCT02867748,644,246.38962829698116
1,NCT00114309,645,246.3788977154805
1,NCT03607292,646,246.3497213479691
1,NCT00979173,647,246.33878699177197
1,NCT03994172,648,246.32372141693315
1,NCT00006268,649,246.31960046429342
1,NCT04271852,650,246.31117638691896
1,NCT01231061,651,246.29141868745043
1,NCT02758366,652,246.25492521165398
1,NCT03615976,653,246.24695632664617
1,NCT00352521,654,246.2328054092301
1,NCT03571971,655,246.21360331594775
1,NCT03134872,656,246.21235699440382
1,NCT03809403,657,246.16782589515498
1,NCT03932981,658,246.1548643537809
1,NCT03888872,659,246.11293157089062
1,NCT02226159,660,246.1092432349396
1,NCT01900925,661,246.09689591762424
1,NCT01507506,662,246.09587977436414
1,NCT00463008,663,246.0948747608029
1,NCT04420754,664,246.07068117546407
1,NCT00009854,665,246.05757451467883
1,NCT00077103,666,246.0509068193649
1,NCT04739670,667,246.04960422108587
1,NCT03807180,668,246.0492371355592
1,NCT00002463,669,246.03324279135347
1,NCT00004024,670,245.97327856177503
1,NCT04552769,671,245.97308414732734
1,NCT00036894,672,245.918091427201
1,NCT00036972,673,245.91004530836403
1,NCT03822221,674,245.89416631380482
1,NCT03785886,675,245.8886659772982
1,NCT04267146,676,245.87977329681323
1,NCT02795364,677,245.8700192750146
1,NCT02321800,678,245.82731716519723
1,NCT04684368,679,245.81064555230935
1,NCT04284748,680,245.8046433947671
1,NCT03253380,681,245.79700051105692
1,NCT00404248,682,245.7826569511557
1,NCT04610229,683,245.7736381664344
1,NCT01865162,684,245.75705657280216
1,NCT00787527,685,245.74387704129316
1,NCT04166409,686,245.70802203880646
1,NCT02284945,687,245.6927723243979
1,NCT01868074,688,245.68414154441342
1,NCT01849146,689,245.65922415149547
1,NCT00735436,690,245.6585353104481
1,NCT04340934,691,245.6556778286132
1,NCT03228758,692,245.65294304151055
1,NCT01170546,693,245.6520710518668
1,NCT02152137,694,245.64007593048126
1,NCT03076762,695,245.61794205993445
1,NCT02773966,696,245.6051977557369
1,NCT03561623,697,245.59147394988352
1,NCT00619268,698,245.58867167589992
1,NCT02078531,699,245.55243516987656
1,NCT00071058,700,245.5046349909048
1,NCT03836066,701,245.49765462260555
1,NCT00027625,702,245.4898152797727
1,NCT03896737,703,245.47903571191873
1,NCT04079894,704,245.4675353449438
1,NCT02828501,705,245.4593202265279
1,NCT01336933,706,245.45870739818068
1,NCT04251390,707,245.42165733733646
1,NCT02887040,708,245.41594662625613
1,NCT02490930,709,245.39320423027394
1,NCT04485182,710,245.3925064753089
1,NCT02875314,711,245.37486176477827
1,NCT00486603,712,245.37415684606387
1,NCT00003916,713,245.36233882771702
1,NCT04562493,714,245.35477993332083
1,NCT00117962,715,245.35236504320739
1,NCT03393000,716,245.34712298930563
1,NCT00348413,717,245.33724336655519
1,NCT01525745,718,245.33181343844345
1,NCT02796261,719,245.32176376656355
1,NCT02972073,720,245.3179251426492
1,NCT03709329,721,245.30618504628174
1,NCT02201966,722,245.28759590695174
1,NCT00886145,723,245.28058957102354
1,NCT00024336,724,245.27555891571424
1,NCT03556839,725,245.27015748223485
1,NCT03786627,726,245.26927493424637
1,NCT02919462,727,245.25686283992763
1,NCT02324322,728,245.25354892185982
1,NCT00484666,729,245.23779245260957
1,NCT01884740,730,245.22922684092902
1,NCT04807491,731,245.21934543864137
1,NCT02541552,732,245.2172393823473
1,NCT00376103,733,245.17992106095005
1,NCT03658915,734,245.17909032035618
1,NCT01712620,735,245.16175765726533
