query_id,doc_id,rank_bm25,score_bm25
2,NCT04300686,6,411.12839684940764
2,NCT02071849,7,408.9150663508817
2,NCT01202721,8,407.07659660793536
2,NCT01634269,9,406.87756937606565
2,NCT04160130,10,403.41694698037435
2,NCT04517955,11,403.1550217302876
2,NCT02628899,12,402.97253766825634
2,NCT02806310,13,402.91502647693545
2,NCT02146755,14,402.6967552314959
2,NCT01837160,15,401.2897303959773
2,NCT03618095,16,401.1315527636841
2,NCT01437098,17,400.6946611192846
2,NCT00535899,18,399.32153845805993
2,NCT04344353,19,394.4440483235803
2,NCT01589380,20,393.2597368673871
2,NCT01932099,21,393.1797270272449
2,NCT02624934,22,392.5806623549662
2,NCT00722748,23,392.5310454315115
2,NCT01272388,24,391.79814378598746
2,NCT04275726,25,391.7579745973517
2,NCT02214277,26,390.7795933349447
2,NCT04281771,27,390.44909235438763
2,NCT03474159,28,389.8211293812187
2,NCT00294775,29,389.7316179929357
2,NCT04157920,30,389.4679542581283
2,NCT02395107,31,389.19625599535533
2,NCT04521452,32,389.14125091388854
2,NCT01275339,33,388.255555893622
2,NCT02792452,34,387.9543037776278
2,NCT02907463,35,387.6542473139945
2,NCT03628313,36,387.4895168704271
2,NCT03863132,37,385.86618364695096
2,NCT02950428,38,384.91138212901706
2,NCT01531374,39,384.8545808849586
2,NCT03667365,40,384.76747660121055
2,NCT02448927,41,384.4450181800972
2,NCT03549052,42,383.5279910715411
2,NCT02241109,43,383.5118967388249
2,NCT02687035,44,383.0215157132988
2,NCT02661451,45,382.2606421390412
2,NCT03004599,46,382.0417018798328
2,NCT04068740,47,381.8513034638472
2,NCT03315832,48,381.83491665263176
2,NCT01675440,49,381.3444891502678
2,NCT01383720,50,380.8185781101708
2,NCT04663334,51,380.78255424492215
2,NCT00590135,52,380.43134586508836
2,NCT01586910,53,379.9817711996578
2,NCT03280433,54,379.8942716543092
2,NCT01503671,55,379.80079361216633
2,NCT04618718,56,379.42858817882524
2,NCT03972644,57,379.01118519491956
2,NCT02673697,58,377.91984201938345
2,NCT02910349,59,377.61193299021136
2,NCT03025971,60,377.5645554333432
2,NCT04729933,61,377.49994819393453
2,NCT02675114,62,377.41198820165243
2,NCT00005199,63,377.01648088830314
2,NCT04331769,64,376.97824388032075
2,NCT02825134,65,376.38335764383345
2,NCT02679261,66,376.11712387318005
2,NCT03635424,67,376.04103985686294
2,NCT03112980,68,375.42382766051
2,NCT01240902,69,375.3691826098635
2,NCT03788590,70,375.24622612317927
2,NCT03575039,71,374.8085610498573
2,NCT01057173,72,374.7103205928714
2,NCT04861805,73,374.4438492792848
2,NCT01400841,74,374.42485807087866
2,NCT04634240,75,374.12234168644375
2,NCT03633383,76,373.9443824938666
2,NCT03557242,77,373.60716046251395
2,NCT01051518,78,373.53943181646554
2,NCT02436655,79,373.3278977114023
2,NCT01635244,80,371.7448241187788
2,NCT01052428,81,371.46904318086445
2,NCT03604913,82,371.3448486080617
2,NCT02132026,83,371.3038787337035
2,NCT00252317,84,371.2618200398673
2,NCT02713932,85,371.228860287826
2,NCT00710775,86,370.5133380914554
2,NCT02838680,87,370.01031200787145
2,NCT02283970,88,369.9704992460675
2,NCT02163850,89,369.2867792856362
2,NCT03043404,90,369.1604941002244
2,NCT02338154,91,369.1066598053895
2,NCT03585933,92,369.09828895978717
2,NCT02986737,93,368.9406457976614
2,NCT01679431,94,368.93540460717725
2,NCT03883490,95,368.72426748021286
2,NCT01638156,96,368.6915085846026
2,NCT03352089,97,368.6323699967231
2,NCT02854319,98,368.5201288517579
2,NCT02799823,99,368.3603058490852
2,NCT04310046,100,368.34571695351593
3,NCT02400034,1,327.10471066788267
3,NCT02546193,2,317.7440605517054
3,NCT03888495,3,317.61298545628495
3,NCT02088866,4,316.1218664061783
3,NCT00922233,5,315.50181224578796
3,NCT00878826,6,312.83335310066104
3,NCT03422809,7,312.3605357273833
3,NCT03410628,8,311.0653016742042
3,NCT02411734,9,310.91550699605847
3,NCT03280849,10,309.586456339689
3,NCT04701034,11,309.39092939600016
3,NCT02492347,12,308.9609904001406
3,NCT00182078,13,308.0806565126548
3,NCT01553318,14,307.8209115908122
3,NCT02099006,15,307.28200749925963
3,NCT03008005,16,307.1883926047536
3,NCT02170064,17,306.6381054230543
3,NCT04463524,18,306.5033217095618
3,NCT00857051,19,306.4566621854273
3,NCT03142945,20,306.3584656272634
3,NCT03026101,21,306.1892221762133
3,NCT02411916,22,305.93654905668956
3,NCT02379728,23,305.4594721149294
3,NCT02903680,24,305.00139627869237
3,NCT02084680,25,304.9270015880913
3,NCT03754725,26,304.92574622702574
3,NCT02982213,27,304.85882049979114
3,NCT02069366,28,304.8277475267416
3,NCT00881660,29,304.65202041828684
3,NCT04471285,30,304.50798426323547
3,NCT01311102,31,303.81560170873917
3,NCT02185456,32,303.27654843814844
3,NCT02249624,33,303.24624238152893
3,NCT02109952,34,302.89776020139584
3,NCT01118988,35,302.5988409618094
3,NCT03529955,36,302.5792584368947
3,NCT03491436,37,302.2859831272518
3,NCT03980717,38,302.20880255621483
3,NCT00142090,39,302.10828030314565
3,NCT03665142,40,301.98092746828297
3,NCT02434536,41,301.92828322932854
3,NCT00203190,42,301.8647981591961
3,NCT02531906,43,301.69230079833727
3,NCT01893047,44,301.6790210149123
3,NCT03085212,45,300.8733544456856
3,NCT03252028,46,300.64353181418267
3,NCT00418275,47,300.6395569912751
3,NCT00983749,48,300.0695690700974
3,NCT03141359,49,300.0430740514067
3,NCT02948491,50,299.9394290847728
3,NCT03243305,51,299.82460895792144
3,NCT03940365,52,299.75592631962644
3,NCT02226731,53,299.6876585925484
3,NCT01602107,54,299.64966549636597
3,NCT04352218,55,299.10922379504547
3,NCT01160536,56,299.06674598137306
3,NCT02855294,57,298.979936314908
3,NCT03704649,58,298.97875198748346
3,NCT00314431,59,298.96647722467577
3,NCT01599975,60,298.90205001705897
3,NCT00291044,61,298.8027080314337
3,NCT01792817,62,298.6190862255611
3,NCT01624155,63,298.60527296822966
3,NCT04661098,64,298.3305526437272
3,NCT03974217,65,298.32308717258917
3,NCT00093860,66,298.1740448712035
3,NCT03862729,67,298.13601804920245
3,NCT03025984,68,298.00178528680317
3,NCT02819479,69,297.88538296764665
3,NCT04559620,70,297.30649738649754
3,NCT03264612,71,297.2259237777488
3,NCT03461640,72,297.16228282927284
3,NCT03572998,73,297.14888614568457
3,NCT02526459,74,297.0149460447728
3,NCT04233632,75,296.9097015719641
3,NCT00564096,76,296.8351507795971
3,NCT02753920,77,296.652600792298
3,NCT04614142,78,296.4481681898468
3,NCT00953420,79,296.4175599060598
3,NCT01859507,80,296.377751802182
3,NCT03573778,81,296.29961302596803
3,NCT03018288,82,296.2758625612952
3,NCT01856270,83,296.1171262055797
3,NCT03647631,84,296.08455523702486
3,NCT00434564,85,296.06830604048776
3,NCT03751423,86,295.9444685538616
3,NCT00463450,87,295.8738194002292
3,NCT04284501,88,295.81190107620733
3,NCT01804517,89,295.6202128866444
3,NCT02293213,90,295.5777900311423
3,NCT00667498,91,295.5756941481625
3,NCT04798248,92,295.54775125184483
3,NCT02897622,93,295.49307260067184
3,NCT03995823,94,295.48926314944646
3,NCT00975546,95,295.44632289046706
3,NCT01768546,96,295.4181837753984
3,NCT00682994,97,295.2467051305144
3,NCT00799214,98,295.21066459225034
3,NCT03420339,99,295.1416790799221
3,NCT01775917,100,295.09409127497474
4,NCT04160195,1,321.98562774110565
4,NCT00924326,2,320.1021584813465
4,NCT01092182,3,316.62665410214305
4,NCT03379493,4,315.405651863496
4,NCT03559439,5,314.944334245839
4,NCT03252028,6,312.87450527314877
4,NCT03019055,7,310.26958900363024
4,NCT04223765,8,309.5936622892147
4,NCT03391466,9,307.1763868983918
4,NCT04112238,10,305.4505311045836
4,NCT04186520,11,305.4157387787426
4,NCT00226304,12,304.98139865192013
4,NCT04608487,13,304.8600535991493
4,NCT03277729,14,303.2924598677416
4,NCT02911142,15,302.9136323195462
4,NCT02481310,16,302.2156132744337
4,NCT02659943,17,301.80784443185854
4,NCT03293173,18,301.3454613291303
4,NCT04668768,19,300.83110584298333
4,NCT04794881,20,300.38902193535347
4,NCT03793140,21,300.19518154376317
4,NCT02128061,22,299.3108376042975
4,NCT00392834,23,299.0941312733043
4,NCT04697940,24,298.8102515346463
4,NCT04074330,25,298.3984426236987
4,NCT02228512,26,297.67073858158705
4,NCT02456350,27,297.5458815618038
4,NCT04545762,28,297.245184403485
4,NCT04656431,29,297.0462379042653
4,NCT03049449,30,297.01185339124714
4,NCT03076437,31,296.3102986380504
4,NCT02498951,32,295.96263347099546
4,NCT02213913,33,295.9624647995832
4,NCT00669877,34,295.8314426560941
4,NCT01078922,35,295.77204190711757
4,NCT00290498,36,295.30338284298426
4,NCT03241940,37,295.1215890316344
4,NCT04007029,38,294.8211729918385
4,NCT02763319,39,294.7693223791313
4,NCT03593109,40,294.73188150210274
4,NCT00022581,41,294.65330020995026
4,NCT03233854,42,294.55647561053604
4,NCT02625480,43,294.3538291876034
4,NCT03132584,44,294.2473950682976
4,NCT03036904,45,294.23200279358144
4,NCT02071056,46,294.1187877697048
4,NCT01193842,47,293.86313496517806
4,NCT03118180,48,293.55879331929145
4,NCT02436707,49,293.5083253963937
4,NCT04855695,50,293.48518697847646
4,NCT01856192,51,293.2886724068307
4,NCT03097770,52,293.16490347675057
4,NCT03418441,53,292.17072679342033
4,NCT01458366,54,292.01295878732765
4,NCT04049383,55,291.9975828270686
4,NCT01046825,56,291.88743747730274
4,NCT03081910,57,291.8425014347606
4,NCT03484702,58,291.75383388233877
4,NCT04283006,59,291.3676426345767
4,NCT04150913,60,291.24951759695006
4,NCT03666000,61,290.99452482191793
4,NCT04314843,62,290.7908561639771
4,NCT01854372,63,290.7458113017755
4,NCT04553393,64,290.6698618707898
4,NCT02532192,65,290.58530872431834
4,NCT02750670,66,290.52350764182006
4,NCT01234766,67,290.49078786174624
4,NCT01626352,68,290.3427388197391
4,NCT01875588,69,289.7293454805572
4,NCT04232826,70,289.7159811061871
4,NCT04546620,71,289.43171331276943
4,NCT04432506,72,289.3482693765617
4,NCT02710643,73,289.08497579277827
4,NCT03287817,74,288.939575057768
4,NCT01285765,75,288.8665494934435
4,NCT03263026,76,288.7080008848405
4,NCT04002947,77,288.6673718137299
4,NCT00674674,78,288.6467560837783
4,NCT04088864,79,288.4398569884431
4,NCT00338520,80,288.3404299307133
4,NCT04836195,81,288.3235779553772
4,NCT04323956,82,288.295364574741
4,NCT04486872,83,288.23045509904006
4,NCT00310037,84,288.022299560331
4,NCT00062868,85,287.84001338328267
4,NCT00040690,86,287.78655460223837
4,NCT01871675,87,287.7316368281981
4,NCT03589469,88,287.5566877061359
4,NCT03188198,89,287.48165818072727
4,NCT00135200,90,287.4625155122802
4,NCT04626908,91,287.43792369058247
4,NCT04215016,92,287.3376588753708
4,NCT00052936,93,287.2519475041763
4,NCT01555541,94,287.2107724579287
4,NCT03943901,95,287.14605055726537
4,NCT03984448,96,286.9623041417532
4,NCT00267865,97,286.7330222069901
4,NCT02390869,98,286.65684870776505
4,NCT03125642,99,286.6281023387423
4,NCT00074607,100,286.0571425847445
5,NCT01758614,1,381.55197441577144
5,NCT02536378,2,368.0453672696405
5,NCT00106938,3,366.46329945637825
5,NCT01685567,4,365.36788085597414
5,NCT03477890,5,365.1484528317617
5,NCT03921827,6,364.78388755255145
5,NCT02657707,7,362.0710913884519
5,NCT01264419,8,360.0955713112956
5,NCT02129413,9,358.44912559837394
5,NCT04201132,10,356.88451916293144
5,NCT03982420,11,354.73680961105
5,NCT02398734,12,354.46466803375347
5,NCT00180518,13,354.1118799228174
5,NCT03721523,14,354.006983765739
5,NCT00126139,15,349.4340856229428
5,NCT03381534,16,349.19263691834374
5,NCT00217178,17,348.7142543598092
5,NCT01174550,18,347.082202932314
5,NCT02089217,19,346.5600673054217
5,NCT02139189,20,346.11828131940524
5,NCT00600327,21,345.18450673651694
5,NCT03329365,22,344.96882758531456
5,NCT02504762,23,344.31259949957183
5,NCT01257880,24,343.4864419837759
5,NCT00744523,25,343.30844079945797
5,NCT04825080,26,343.235999508864
5,NCT00316108,27,342.6043904286915
5,NCT01084239,28,341.2691379957727
5,NCT00590434,29,340.95633522744646
5,NCT02527044,30,340.91904346513695
5,NCT00544102,31,340.3467915528849
5,NCT03493035,32,339.2730567412509
5,NCT04059679,33,338.5381209535279
5,NCT03985774,34,338.3838524560124
5,NCT00011258,35,338.03472556558444
5,NCT01783639,36,337.61079211780157
5,NCT01994161,37,337.15501158619344
5,NCT03702244,38,336.79591073142205
5,NCT02968329,39,336.48943746713
5,NCT03179774,40,335.8830526671552
5,NCT00004728,41,335.69583762836385
5,NCT03062319,42,334.85273293442197
5,NCT00385385,43,334.51934783234435
5,NCT01252875,44,334.4088423687457
5,NCT01050361,45,334.3461851837086
5,NCT01819597,46,333.47972663641696
5,NCT01591005,47,333.3226305312374
5,NCT02750644,48,333.09411516625045
5,NCT00576693,49,333.0754274888668
5,NCT00086450,50,332.85891676264146
5,NCT03176420,51,332.24086221687367
5,NCT01273337,52,331.88387630763174
5,NCT00125671,53,331.6456297780698
5,NCT01056445,54,331.33043804400205
5,NCT01414387,55,331.0538462856988
5,NCT02118233,56,330.88805913883573
5,NCT00046410,57,330.2931624067299
5,NCT03646019,58,330.2896852392745
5,NCT00157716,59,330.2269560169103
5,NCT04354740,60,330.17129787659695
5,NCT04261478,61,330.04574898584883
5,NCT00821821,62,330.031752574246
5,NCT00402506,63,329.8784716241936
5,NCT03729817,64,329.75476837102366
5,NCT04057755,65,329.37021905287224
5,NCT00402740,66,328.6190668489057
5,NCT03105141,67,328.3879822193479
5,NCT00177346,68,328.29187942133194
5,NCT03950947,69,328.0145778908744
5,NCT01458860,70,327.98192504848436
5,NCT02802072,71,327.8168831271678
5,NCT00321022,72,327.76050623344923
5,NCT04140019,73,327.28852320202975
5,NCT02355288,74,327.0291537671161
5,NCT02100722,75,326.55527105486146
5,NCT03210623,76,326.47169582056597
5,NCT01070771,77,326.2740002395997
5,NCT03192332,78,326.1648309130529
5,NCT04087382,79,326.0799596430195
5,NCT02334826,80,326.0377381676002
5,NCT02800174,81,326.0312275875614
5,NCT00178672,82,325.8748611232933
5,NCT00321295,83,324.84284064936645
5,NCT02898896,84,324.8027080333323
5,NCT01117506,85,324.699713147828
5,NCT02791087,86,324.46790271175803
5,NCT03785678,87,324.3540708532344
5,NCT03521193,88,324.27395475162285
5,NCT01678144,89,323.9795650227571
5,NCT04318171,90,323.93993006014387
5,NCT03464851,91,323.89723512279994
5,NCT01755520,92,323.8624663136368
5,NCT03208166,93,323.7590968371978
5,NCT03138603,94,323.6174625267762
5,NCT03978988,95,323.6123270074909
5,NCT03344276,96,323.54090046899705
5,NCT04142541,97,323.19319633345856
5,NCT00215696,98,323.0267522370031
5,NCT01763320,99,322.84635680181594
5,NCT03142867,100,322.6933313909299
6,NCT02200328,1,423.18804375986383
6,NCT01630096,2,392.12464677507893
6,NCT01346059,3,374.1561054681489
6,NCT02134392,4,368.29199462371724
6,NCT01472978,5,365.04350320544086
6,NCT03592082,6,363.6131108810242
6,NCT04014608,7,354.0216469179816
6,NCT01868373,8,353.64223045279545
6,NCT01218620,9,351.40989109755816
6,NCT00304889,10,350.12061438777255
6,NCT03301584,11,347.36372487668274
6,NCT03747718,12,347.0181932305172
6,NCT02193685,13,346.8246165390055
6,NCT00177970,14,346.7684008282276
6,NCT01678365,15,346.2538176583106
6,NCT03529955,16,345.1279955062679
6,NCT02531906,17,344.41391361084607
6,NCT02258763,18,343.1562860737515
6,NCT02996487,19,342.8116001200519
6,NCT01344031,20,342.52261390641615
6,NCT02237859,21,342.1920288649777
6,NCT02646436,22,341.8862892658145
6,NCT04530565,23,341.5533261216746
6,NCT03014297,24,341.45796679148066
6,NCT01309750,25,340.9616623919945
6,NCT03629977,26,340.815041625688
6,NCT04752163,27,340.5470186412374
6,NCT04614142,28,340.32368964527836
6,NCT01415882,29,339.71993818867503
6,NCT03338530,30,339.60221920381474
6,NCT04558125,31,339.4465524384443
6,NCT02530502,32,339.37099197101793
6,NCT03094156,33,339.1405593410152
6,NCT04546399,34,338.834418369218
6,NCT00740805,35,338.7859310592762
6,NCT02691910,36,338.52035900403973
6,NCT03145584,37,338.38526920482514
6,NCT03647995,38,338.0416917557087
6,NCT04310397,39,338.0139876443969
6,NCT00273676,40,337.82924731244503
6,NCT03562741,41,337.38339419675697
6,NCT02707198,42,337.1153146042665
6,NCT00313560,43,337.0480371644643
6,NCT01567709,44,336.9418463325332
6,NCT04244474,45,336.9251495783504
6,NCT04492891,46,336.8323553874922
6,NCT04347057,47,336.67282205837864
6,NCT02112630,48,336.5813638743477
6,NCT00067808,49,336.5502151050604
6,NCT00324285,50,336.48532271858835
6,NCT02208375,51,336.32543185595483
6,NCT01366144,52,336.04797633695557
6,NCT02112279,53,335.9490658572347
6,NCT02434536,54,335.9191707697989
6,NCT03252028,55,335.8291246085933
6,NCT03937947,56,335.7211729079158
6,NCT00131716,57,335.5895822658565
6,NCT04324112,58,335.5175553399135
6,NCT00177775,59,335.4263641653495
6,NCT00792948,60,335.358442172003
6,NCT00514618,61,335.32677101102206
6,NCT02861456,62,335.2611263140078
6,NCT04220008,63,335.07708105326725
6,NCT01378481,64,334.86929084178104
6,NCT02684422,65,334.48884869305243
6,NCT03952741,66,334.1976851516528
6,NCT02778594,67,333.93518609664557
6,NCT01660711,68,333.89838586755616
6,NCT03900949,69,333.78976765523726
6,NCT02287727,70,333.66145506408753
6,NCT01668719,71,333.59033432187346
6,NCT03097211,72,333.4876847149349
6,NCT02535338,73,333.35915779521173
6,NCT04301076,74,333.31205851205993
6,NCT02828553,75,333.3081497832713
6,NCT02776202,76,333.30158146826824
6,NCT00231855,77,332.8454877103768
6,NCT02224781,78,332.76525537817577
6,NCT04548752,79,332.6417962522058
6,NCT02101788,80,332.5946191851548
6,NCT01713972,81,332.42255930850246
6,NCT04064957,82,332.36777051809025
6,NCT00467272,83,332.2995368446006
6,NCT04715971,84,332.27920280580963
6,NCT01739894,85,332.1713738201812
6,NCT03091543,86,332.1364823398444
6,NCT01670877,87,332.01892387661564
6,NCT03031730,88,331.9965857094747
6,NCT01275664,89,331.95823964783165
6,NCT02097225,90,331.9397138346119
6,NCT02394197,91,331.9122674704427
6,NCT04463524,92,331.90687443374327
6,NCT03724084,93,331.839466794497
6,NCT00425503,94,331.80388783468277
6,NCT04358406,95,331.6122205800299
6,NCT01049776,96,331.5554547885812
6,NCT01174290,97,331.4749366691892
6,NCT03555474,98,331.27216011538644
6,NCT02772627,99,331.27002223591626
6,NCT00096395,100,331.2155758714674
7,NCT04082780,1,369.8453997582701
7,NCT01722578,2,369.70970427755407
7,NCT03513900,3,364.98987031461604
7,NCT03585257,4,359.39376866341485
7,NCT03513887,5,355.48740998228743
7,NCT03152188,6,353.6892222918145
7,NCT03796598,7,353.08051736981884
7,NCT00179413,8,352.43752606636997
7,NCT00281502,9,350.73047185441595
7,NCT04675775,10,349.35538725651935
7,NCT03547895,11,349.2829574825118
7,NCT04244877,12,348.89341495131475
7,NCT02377141,13,345.5514361111666
7,NCT00911131,14,344.28710260450345
7,NCT00001729,15,343.4790467140077
7,NCT01528878,16,343.14280900292283
7,NCT01441180,17,342.6406226075053
7,NCT04365868,18,341.63725040166327
7,NCT03306095,19,341.3318684306491
7,NCT02156232,20,340.26804184048484
7,NCT00023322,21,340.24010649398593
7,NCT01287702,22,340.1995061354631
7,NCT01769040,23,339.4996791998375
7,NCT02107365,24,339.31854902967615
7,NCT00312910,25,339.25905972513357
7,NCT03778411,26,338.5669376819292
7,NCT01701687,27,338.51927897510785
7,NCT02939807,28,338.495225716153
7,NCT00587197,29,338.3687643966833
7,NCT01931826,30,338.14013814959316
7,NCT02940496,31,337.7384897250713
7,NCT01002547,32,337.7267595930511
7,NCT00493610,33,337.0910776791569
7,NCT00040027,34,336.8535110443006
7,NCT00039962,35,336.37109656981863
7,NCT02446678,36,336.1785832116922
7,NCT00211692,37,336.01825112855056
7,NCT02457637,38,335.8842310647527
7,NCT02944643,39,335.84245009671406
7,NCT03420482,40,335.72718683151703
7,NCT02636647,41,335.62338635715014
7,NCT02066649,42,335.42157728525325
7,NCT02371408,43,335.25088996507844
7,NCT00252642,44,335.1460519376845
7,NCT00164073,45,334.0092870878185
7,NCT01846806,46,333.79063046065795
7,NCT03091738,47,333.1461884739371
7,NCT04055389,48,333.03903675253633
7,NCT00085917,49,332.94408336760085
7,NCT02086825,50,332.75458177181883
7,NCT01882855,51,332.505361461779
7,NCT04155099,52,332.10300813269737
7,NCT02717949,53,331.8796348202137
7,NCT03910413,54,331.6785099725403
7,NCT03748563,55,331.66294217506464
7,NCT00290316,56,331.5986736812535
7,NCT00586313,57,331.5089011159925
7,NCT01185028,58,331.0681848843844
7,NCT03114813,59,330.5764941104453
7,NCT04273750,60,330.57277537432367
7,NCT03837444,61,330.4749871622024
7,NCT01306058,62,330.3186543986619
7,NCT02024347,63,329.98722251883595
7,NCT01180959,64,329.9586583811721
7,NCT00489385,65,329.93457022692127
7,NCT04436601,66,329.9219887803722
7,NCT02649335,67,329.69935352442354
7,NCT03520660,68,329.3962632109476
7,NCT00242502,69,329.386273253943
7,NCT01827657,70,329.0705587982979
7,NCT03402334,71,329.05287303645315
7,NCT01375569,72,329.0387612804734
7,NCT00965744,73,328.8381363436331
7,NCT00475176,74,328.79191467931446
7,NCT03641872,75,328.7190245965212
7,NCT02470533,76,328.59998249948825
7,NCT03142867,77,328.32052849801534
7,NCT02417740,78,327.9633683733812
7,NCT02462967,79,327.74384817649553
7,NCT00188201,80,327.7223199960517
7,NCT02377947,81,327.56190115770863
7,NCT00211848,82,327.4640917172009
7,NCT00028093,83,327.1652466037661
7,NCT03987893,84,327.1451985122663
7,NCT03155282,85,326.89687990253407
7,NCT02349048,86,326.89003166413755
7,NCT02821377,87,326.5626415529825
7,NCT00001854,88,326.54961732144983
7,NCT02262728,89,326.470268150092
7,NCT04044248,90,326.3044447705229
7,NCT00326482,91,326.0841798255755
7,NCT01288794,92,326.03563580586075
7,NCT04064957,93,325.8918191279699
7,NCT02215525,94,325.8151160622573
7,NCT01409356,95,325.7763228437135
7,NCT03269877,96,325.7055700180963
7,NCT03776955,97,325.6736858555796
7,NCT01495585,98,325.5809089720469
7,NCT02118012,99,325.3792336577962
7,NCT03791814,100,325.31243095956575
8,NCT02088866,1,536.3350791673674
8,NCT01760226,2,530.2414407824227
8,NCT01604031,3,528.8748025241454
8,NCT00953420,4,512.7865244890644
8,NCT01599975,5,507.5551992920443
8,NCT01553318,6,505.45462909832787
8,NCT01722578,7,504.8148944373656
8,NCT02414529,8,504.1760134604036
8,NCT00686920,9,503.38025512692343
8,NCT01225679,10,500.8034335848769
8,NCT03585257,11,500.6747772749559
8,NCT01601262,12,500.6660805497355
8,NCT01775501,13,500.51465040723093
8,NCT00682994,14,497.5854450220233
8,NCT00723567,15,496.90214675750576
8,NCT01961219,16,496.13284727888964
8,NCT00473460,17,496.05694618171077
8,NCT02156232,18,494.32122428016544
8,NCT00775151,19,494.31995422237316
8,NCT01506050,20,494.2383667451292
8,NCT01506037,21,493.8146666666083
8,NCT02069366,22,493.4679564247042
8,NCT01306331,23,492.8093067181773
8,NCT01952834,24,491.8892301737744
8,NCT01945619,25,491.77179746416675
8,NCT00966498,26,491.4249673088533
8,NCT01506791,27,491.24903124850005
8,NCT01700829,28,491.19970407991195
8,NCT00058812,29,488.9430049134774
8,NCT01882855,30,488.69969928222395
8,NCT02109952,31,488.4332796365765
8,NCT03336203,32,488.3001729206176
8,NCT02759731,33,488.26730464726216
8,NCT03264131,34,488.16628546929684
8,NCT04851639,35,488.13673759207467
8,NCT00775905,36,487.7037074714003
